# Position c_coord[0]
-0.00939445 3
-0.00820387 1
-0.00665819 3
-0.00611383 2
-0.00499619 2
-0.00375465 4
-0.00257941 3
-0.0013711 2
-0.000197768 3
-0.00950005 3
-0.00856918 5
-0.00765147 4
-0.00678554 3
-0.00577885 5
-0.00479515 4
-0.0038895 5
-0.00283508 1
-0.000807569 5
-0.00950173 3
-0.00862608 3
-0.00774579 4
-0.0075509 3
-0.00650098 4
-0.00509473 3
-0.00416983 3
-0.00312171 4
-0.00214153 3
-0.00126792 5
-0.00949745 1
-0.00864874 3
-0.00777247 4
-0.00573391 3
-0.00474477 4
-0.00284701 1
-0.00190685 4
-0.000827257 3
-2.3056e-05 5
-0.00872377 1
-0.00771698 4
-0.00685667 2
-0.00589429 4
-0.00489669 4
-0.00382841 2
-0.00285377 4
-0.00193884 4
-0.000893529 4
-0.00949735 0
-0.00838265 3
-0.00681917 3
-0.00583852 3
-0.00433553 5
-0.00365882 4
-0.00201891 5
-0.00110184 8
-0.000176771 4
-0.00884268 2
-0.00796893 3
-0.00704114 1
-0.00559166 5
-0.0045834 5
-0.00305067 5
-0.0036784 5
-0.00209673 4
-0.00278523 4
-0.00106237 3
-5.12934e-05 5
-0.0094997 4
-0.00862881 3
-0.00710507 5
-0.00610311 5
-0.00513539 7
-0.00417051 3
-0.00230272 4
-0.00161266 3
-0.000528118 2
-0.00950032 3
-0.00863205 1
-0.00776789 5
-0.00638441 3
-0.00520797 1
-0.0041402 1
-0.00328009 3
-0.00248604 1
-0.000981267 3
-0.000104544 6
-0.00949916 3
-0.00862596 1
-0.00732286 4
-0.00646592 5
-0.00465174 3
-0.00342462 1
-0.000917167 3
-0.00914374 4
-0.00767927 2
-0.00676935 1
-0.00558981 3
-0.00491258 5
-0.00397233 4
-0.00256886 1
-0.001586 3
-0.000576525 3
-0.00949932 2
-0.00855768 4
-0.00767257 5
-0.00635246 2
-0.00534384 4
-0.00433721 4
-0.003149 3
-0.00229728 3
-0.000603553 4
-0.00950178 3
-0.00866575 4
-0.00767944 5
-0.006817 5
-0.00581471 3
-0.00402285 6
-0.00329558 3
-0.00243594 5
-0.00147426 4
-0.000549403 4
-0.00866039 4
-0.00769736 6
-0.0067505 2
-0.00581678 5
-0.00492286 4
-0.00405436 4
-0.00316246 5
-0.00132408 1
-0.000400406 6
-0.00950075 3
-0.0087446 5
-0.0078166 5
-0.00708431 2
-0.00505704 1
-0.00414189 3
-0.00315399 3
-0.00217086 1
-0.00119594 2
-0.000250986 4
-0.0095007 5
-0.00859927 4
-0.00803326 9
-0.00751988 4
-0.00572299 6
-0.00448477 5
-0.00338378 7
-0.00254941 8
-0.00177376 6
-0.000946928 5
-0.00950248 3
-0.00862588 3
-0.00751051 4
-0.0062053 5
-0.00548458 5
-0.00514181 6
-0.00508238 6
-0.00342189 5
-0.00203975 5
-0.00104567 6
-9.7649e-05 7
-0.00950075 3
-0.00868717 4
-0.0078129 5
-0.00702956 5
-0.00613484 7
-0.00432403 6
-0.00343049 7
-0.0029011 5
-0.00192823 4
-0.00111283 8
-0.000717144 7
-0.000122826 4
-0.00950007 3
-0.00870081 5
-0.00797168 5
-0.00701155 4
-0.00602164 4
-0.00502629 5
-0.00411428 6
-0.00261135 6
-0.00133658 6
-0.000438398 5
-0.00949703 2
-0.00787 6
-0.00694404 5
-0.00602493 5
-0.00502656 5
-0.0042845 5
-0.00323501 5
-0.00224623 5
-0.00129656 5
-0.000392104 4
-0.00917049 1
-0.00822787 5
-0.00721042 4
-0.00629284 4
-0.00529853 5
-0.00456832 3
-0.00355078 6
-0.0025897 5
-0.00177781 6
-0.000341134 5
-0.00950008 3
-0.0086661 6
-0.00784478 4
-0.00634448 4
-0.00684359 5
-0.00531694 4
-0.00391831 5
-0.00287648 1
-0.00198394 4
-0.00102485 6
-0.00950374 4
-0.00853728 3
-0.00757765 8
-0.00662236 7
-0.00584914 5
-0.00465198 6
-0.00383077 6
-0.00283819 4
-0.00111257 6
-0.00950148 3
-0.00858064 6
-0.0076505 5
-0.00667958 4
-0.00564184 4
-0.00462882 4
-0.0035755 6
-0.00284292 8
-0.00195753 5
-0.00115524 4
-0.000313706 4
-0.00950134 4
-0.00802465 4
-0.00705621 5
-0.00574068 4
-0.00531013 6
-0.00452314 5
-0.00359666 5
-0.00232815 5
-0.00262456 4
-0.00163162 4
-0.000367099 5
-0.000602997 5
-0.00950183 3
-0.00865127 8
-0.00766378 7
-0.00611147 4
-0.00682925 6
-0.00533029 1
-0.00576754 4
-0.00439912 6
