"Maximum force",8.82404,"N"
"Gage length ",0.562568,"mm"
"Strain energy",0.038655,"mJ"
"Deformation at maximum force",0.0105206,"mm"
"Standard travel","Standard force"
"mm","N"
0,0.259282
2.27988e-006,0.259572
1.79559e-006,0.259808
1.18092e-006,0.260098
7.6741e-007,0.260293
3.31551e-006,0.260458
2.91131e-006,0.260654
2.44752e-006,0.260873
1.96695e-006,0.2611
1.32248e-006,0.261405
7.07805e-007,0.261695
1.78814e-007,0.261947
-4.20958e-007,0.262227
2.08244e-006,0.262417
1.60746e-006,0.262644
1.09337e-006,0.262887
7.44707e-007,0.263052
2.64145e-007,0.263279
-8.23075e-008,0.263443
-3.16069e-007,0.263553
-3.65662e-007,0.263577
-4.4855e-007,0.263616
-5.47736e-007,0.263663
-7.62871e-007,0.263765
1.85973e-006,0.263898
1.81154e-006,0.263922
1.43156e-006,0.264102
1.41363e-006,0.26411
1.33074e-006,0.264149
1.19849e-006,0.264211
9.99191e-007,0.264305
7.01168e-007,0.264446
4.69268e-007,0.264556
2.04773e-007,0.264681
-2.80579e-008,0.264791
-3.76373e-007,0.264955
-5.42148e-007,0.265034
-8.40171e-007,0.265176
-1.10467e-006,0.2653
-1.32073e-006,0.265402
-1.58523e-006,0.265527
-1.73517e-006,0.265598
-1.91771e-006,0.265685
-2.06672e-006,0.265755
-2.29862e-006,0.265865
-2.33238e-006,0.265881
-2.33241e-006,0.265881
-2.39853e-006,0.265912
-2.49772e-006,0.265959
-2.48165e-006,0.265951
-2.71355e-006,0.266061
-2.87933e-006,0.266139
-2.92892e-006,0.266163
-2.91262e-006,0.266155
-2.91253e-006,0.266155
-3.02848e-006,0.26621
-3.29298e-006,0.266335
-3.37633e-006,0.266374
-3.55887e-006,0.26646
-3.8066e-006,0.266578
-3.85712e-006,0.266602
-3.92325e-006,0.266633
-4.00614e-006,0.266672
-4.02302e-006,0.26668
-3.98995e-006,0.266664
-4.05608e-006,0.266696
-4.1222e-006,0.266727
-4.1555e-006,0.266743
-4.12267e-006,0.266727
-4.17203e-006,0.26675
-4.18879e-006,0.266758
-4.15573e-006,0.266743
-4.22185e-006,0.266774
-4.43699e-006,0.266876
-4.586e-006,0.266946
-4.66935e-006,0.266985
-4.66947e-006,0.266986
-4.80172e-006,0.267048
-4.88461e-006,0.267087
-4.78589e-006,0.267041
-4.88461e-006,0.267087
-4.9512e-006,0.267119
-5.03409e-006,0.267158
-5.08368e-006,0.267182
-5.05085e-006,0.267166
-5.10021e-006,0.267189
-5.03455e-006,0.267158
-5.11697e-006,0.267197
-5.117e-006,0.267197
-5.36473e-006,0.267315
-5.43178e-006,0.267346
-5.5808e-006,0.267417
-5.81269e-006,0.267526
-5.74704e-006,0.267495
-5.76333e-006,0.267503
-5.81293e-006,0.267526
-5.91258e-006,0.267573
-5.9787e-006,0.267605
-5.94587e-006,0.267589
-5.89605e-006,0.267566
-5.7638e-006,0.267503
-5.63155e-006,0.267441
-5.39965e-006,0.26733
-5.5645e-006,0.267409
-5.56452e-006,0.267409
-5.54799e-006,0.267401
-5.54794e-006,0.267401
-5.54794e-006,0.267401
-5.63037e-006,0.26744
-5.68042e-006,0.267464
-5.6143e-006,0.267432
-5.73025e-006,0.267487
-5.91186e-006,0.267573
-5.87949e-006,0.267558
-5.99544e-006,0.267612
-6.04504e-006,0.267636
-5.92955e-006,0.267581
-5.8136e-006,0.267526
-5.82967e-006,0.267534
-5.82972e-006,0.267534
-5.91214e-006,0.267573
-5.92914e-006,0.267581
-5.86301e-006,0.26755
-5.89584e-006,0.267565
-5.86301e-006,0.26755
-5.74706e-006,0.267495
-5.89514e-006,0.267565
-6.09445e-006,0.267659
-6.16104e-006,0.267691
-6.29328e-006,0.267753
-6.45906e-006,0.267831
-6.47606e-006,0.26784
-6.50912e-006,0.267855
-6.4267e-006,0.267816
-6.55894e-006,0.267879
-6.72472e-006,0.267957
-6.84067e-006,0.268012
-6.87373e-006,0.268028
-6.89049e-006,0.268036
-6.75825e-006,0.267973
-6.69166e-006,0.267942
-6.60877e-006,0.267903
-6.57571e-006,0.267887
-6.67489e-006,0.267934
-6.75778e-006,0.267973
-6.67536e-006,0.267934
-6.67504e-006,0.267934
