# Position f_temp[0]
-0.00741952 691.544
-0.00648059 734.719
-0.00507163 778.292
-0.00425234 798.236
-0.00380217 812.226
-0.00218858 835.898
-0.00112958 847.769
-0.000408831 849.976
-0.00936959 598.293
-0.00770793 684.615
-0.00672002 717.683
-0.00587629 755.688
-0.00447772 798.128
-0.00346816 815.68
-0.00276496 825.388
-0.00110204 847.957
-0.000235114 850.436
-0.00950419 597.116
-0.00857368 654.469
-0.00700678 716.358
-0.00603998 743.962
-0.00545783 763.035
-0.00483732 781.02
-0.00305333 824.851
-0.003972 807.449
-0.00260317 833.046
-0.00172732 843.78
-0.000814889 848.24
-0.00949303 599.427
-0.00830775 663.349
-0.00760548 690.867
-0.00673658 723.259
-0.00541909 763.046
-0.00456949 795.279
-0.00375518 811.084
-0.00214757 835.938
-0.00288167 825.609
-0.00123042 846.142
-0.000248664 850.244
-0.00949664 599.427
-0.00835738 659.831
-0.00743668 692.58
-0.00611976 746.377
-0.00515725 776.062
-0.00419189 799.751
-0.00321721 823.621
-0.00224958 835.124
-0.000151321 850.605
-0.00919985 622.55
-0.00820869 658.717
-0.00823207 660.483
-0.00696871 714.994
-0.0060076 746.357
-0.00504638 780.259
-0.00413216 802.567
-0.00326585 823.711
-0.00317081 825.674
-0.00236761 836.23
-0.00134801 844.98
-8.23274e-05 850.872
-0.00951136 598.788
-0.0091547 618.958
-0.0084426 657.423
-0.00750613 691.668
-0.00786294 684.811
-0.00608296 742.911
-0.00681188 718.585
-0.00513549 776.743
-0.00559805 764.582
-0.00471929 785.657
-0.00396835 810.585
-0.00305936 825.224
-0.00198194 842.999
-0.00111987 847.817
-0.000487518 850.784
-0.00949978 594.053
-0.00866241 653.324
-0.0077763 689.16
-0.0075892 691.433
-0.00698239 718.36
-0.00611204 742.755
-0.00481313 783.55
-0.00436318 797.716
-0.00333521 818.607
-0.00222494 836.866
-0.00243612 834.773
-0.00148716 844.085
-0.00118669 847.925
-0.0005168 850.434
-0.00950649 603.782
-0.00863661 651.954
-0.00780398 686.31
-0.00693537 716.324
-0.00609688 743.113
-0.00529117 774.401
-0.00362281 816.269
-0.00273803 829.267
-0.00111644 848.653
-0.00186847 842.048
-0.00951178 605.405
-0.00868905 645.165
-0.00771225 688.483
-0.00679658 718.741
-0.00605072 746.531
-0.00567918 760.89
-0.00470292 785.363
-0.00370946 813.764
-0.00271552 828.192
-0.00175069 841.703
-0.00197406 840.494
-0.000819602 847.999
-0.000952988 848.155
-0.00950449 597.392
-0.00864451 650.228
-0.00869948 634.612
-0.00742885 698.816
-0.00780416 690.662
-0.00702864 714.521
-0.00643406 734.518
-0.00571386 762.957
-0.00484172 785.43
-0.00395206 809.886
-0.00299089 828.292
-0.00241666 835.968
-0.00158269 844.336
-0.000772455 849.053
-0.000450127 851.563
-0.00950839 599.123
-0.00840513 660.12
-0.00741357 693.987
-0.00665936 731.891
-0.00607554 745.49
-0.00505225 782.584
-0.00375482 811.523
-0.00236748 835.797
-0.00224992 837.123
-0.00142524 845.807
-0.00132406 847.978
-0.000595498 850.862
-0.00927009 629.888
-0.00792253 681.176
-0.00668152 724.665
-0.00531397 777.141
-0.00588229 761.673
-0.00429723 799.981
-0.00308619 826.246
-0.00151237 844.986
-0.000189596 851.344
-0.00950187 601.551
-0.00853612 655.688
