# Position f_temp[0]
-0.00741952 720.666
-0.00648059 783.738
-0.00507163 841.527
-0.00425234 867.428
-0.00380217 885.981
-0.00218858 916.395
-0.00112958 933.284
-0.000408831 936.344
-0.00936959 600.383
-0.00770793 715.498
-0.00672002 757.038
-0.00587629 811.931
-0.00447772 867.119
-0.00346816 889.243
-0.00276496 902.646
-0.00110204 933.388
-0.000235114 936.823
-0.00950419 601.364
-0.00857368 675.636
-0.00700678 756.655
-0.00603998 793.345
-0.00545783 818.946
-0.00483732 844.088
-0.00305333 902.896
-0.003972 881.571
-0.00260317 914.383
-0.00172732 927.731
-0.000814889 933.937
-0.00949303 605.046
-0.00830775 683.944
-0.00760548 722.72
-0.00673658 764.368
-0.00541909 819.112
-0.00456949 864.878
-0.00375518 885.216
-0.00214757 917.127
-0.00288167 903.719
-0.00123042 931.631
-0.000248664 936.823
-0.00949664 605.046
-0.00835738 681.377
-0.00743668 723.887
-0.00611976 795.31
-0.00515725 839.496
-0.00419189 868.891
-0.00321721 902.06
-0.00224958 916.763
-0.000151321 937.056
-0.00919985 634.485
-0.00820869 678.038
-0.00823207 681.79
-0.00696871 756.555
-0.0060076 797.292
-0.00504638 844.661
-0.00413216 872.467
-0.00326585 901.626
-0.00317081 903.903
-0.00236761 918.581
-0.00134801 928.646
-8.23274e-05 938.081
-0.00951136 602.44
-0.0091547 629.056
-0.0084426 677.753
-0.00750613 724.786
-0.00786294 717.325
-0.00608296 793.488
-0.00681188 760.42
-0.00513549 839.69
-0.00559805 822.155
-0.00471929 849.866
-0.00396835 885.396
-0.00305936 903.696
-0.00198194 928.079
-0.00111987 934.049
-0.000487518 937.91
-0.00949978 598.292
-0.00866241 674.572
-0.0077763 719.747
-0.0075892 723.539
-0.00698239 760.861
-0.00611204 793.805
-0.00481313 846.768
-0.00436318 868.207
-0.00333521 893.482
-0.00222494 918.55
-0.00243612 916.478
-0.00148716 928.068
-0.00118669 934.273
-0.0005168 937.584
-0.00950649 611.059
-0.00863661 676.002
-0.00780398 719.661
-0.00693537 759.284
-0.00609688 793.399
-0.00529117 838.226
-0.00362281 891.763
-0.00273803 908.524
-0.00111644 935.157
-0.00186847 926.111
-0.00951178 612.272
-0.00868905 661.295
-0.00771225 721.459
-0.00679658 760.472
-0.00605072 797.548
-0.00567918 817.942
-0.00470292 848.307
-0.00370946 889.302
-0.00271552 907.382
-0.00175069 925.718
-0.00197406 924.861
-0.000819603 933.24
-0.000952988 934.538
-0.00950449 600.775
-0.00864451 672.632
-0.00869948 648.012
-0.00742885 731.622
-0.00780416 723.136
-0.00702864 758.325
-0.00643406 785.531
-0.00571386 820.792
-0.00484172 850.637
-0.00395206 885.738
-0.00299089 907.633
-0.00241666 918.445
-0.00158269 929.368
-0.000772455 935.672
-0.000450127 939.614
-0.00950839 602.275
-0.00840513 683.464
-0.00741357 726.923
-0.00665936 783.967
-0.00607554 796.526
-0.00505225 847.787
-0.00375482 886.191
-0.00236748 918.189
-0.00224992 920.145
-0.00142524 930.885
-0.00132406 934.775
-0.000595498 938.781
-0.00927009 643.341
-0.00792253 714.349
-0.00668152 766.784
-0.00531397 840.613
-0.00588229 820.015
-0.00429723 870.391
-0.00308619 905.645
-0.00151237 930.391
-0.000189596 938.664
-0.00950187 609.116
-0.00853612 677.158
-0.00872955 654.593
-0.0077592 719.171
-0.00690958 760.787
-0.00634123 789.354
-0.00597774 810.172
-0.00503129 849.999
-0.00438008 867.807
-0.00375232 890.724
-0.00278474 907.95
-0.00195955 927.29
-0.00169838 929.24
-0.000876917 936.27
-0.00950756 610.361
-0.00871151 657.788
-0.0086808 657.795
-0.00788188 715.395
-0.0069424 759.777
-0.00606194 797.423
-0.00527718 837.662
-0.00503255 849.262
-0.00424552 868.558
-0.00406294 874.266
-0.00346577 891.875
-0.00322522 904.923
-0.00260531 915.773
-0.0014926 930.656
-0.000778579 936.094
-0.00949812 599.527
-0.00832874 681.99
-0.00733546 732.811
-0.00637437 787.474
-0.00472111 851.192
-0.00471961 854.71
-0.00381945 890.716
-0.00285464 909.835
-0.00215785 924.889
-0.00138669 930.34
-7.34293e-05 940.101
-0.00950955 600.034
-0.00878663 646.318
-0.00790067 717.03
-0.00698777 760.724
-0.00555988 826.248
-0.00576727 818.517
-0.00480553 853.274
-0.00400168 876.507
-0.00314764 907.866
-0.00307681 905.6
-0.00216189 922.769
-0.00130914 936.355
-0.000474226 940.321
-0.0095107 604.032
-0.00880357 647.418
-0.00826695 679.165
-0.007271 755.889
-0.00669998 764.421
