# Position f_temp[0]
-0.00741952 758.224
-0.00648059 825.686
-0.00507163 893.769
-0.00425234 924.931
-0.00380217 946.79
-0.00218858 983.777
-0.00112958 1002.33
-0.000408831 1005.78
-0.00936959 612.52
-0.00770793 747.399
-0.00672002 799.068
-0.00587629 858.45
-0.00447772 924.763
-0.00346816 952.188
-0.00276496 967.356
-0.00110204 1002.62
-0.000235114 1006.49
-0.00950419 610.681
-0.00857368 700.296
-0.00700678 796.997
-0.00603998 840.128
-0.00545783 869.93
-0.00483732 898.03
-0.00305333 966.517
-0.003972 939.327
-0.00260317 979.322
-0.00172732 996.094
-0.000814889 1003.06
-0.00949303 614.291
-0.00830775 714.171
-0.00760548 757.167
-0.00673658 807.78
-0.00541909 869.947
-0.00456949 920.311
-0.00375518 945.006
-0.00214757 983.84
-0.00288167 967.701
-0.00123042 999.785
-0.000248664 1006.19
-0.00949664 614.291
-0.00835738 708.673
-0.00743668 759.844
-0.00611976 843.902
-0.00515725 890.284
-0.00419189 927.298
-0.00321721 964.596
-0.00224958 982.569
-0.000151321 1006.76
-0.00919985 650.421
-0.00820869 706.933
-0.00823207 709.693
-0.00696871 794.866
-0.0060076 843.87
-0.00504638 896.842
-0.00413216 931.698
-0.00326585 964.736
-0.00317081 967.804
-0.00236761 984.297
-0.00134801 997.969
-8.23274e-05 1007.17
-0.00951136 613.294
-0.0091547 644.809
-0.0084426 704.911
-0.00750613 758.419
-0.00786294 747.704
-0.00608296 838.486
-0.00681188 800.477
-0.00513549 891.349
-0.00559805 872.347
-0.00471929 905.277
-0.00396835 944.227
-0.00305936 967.1
-0.00198194 994.873
-0.00111987 1002.4
-0.000487518 1007.04
-0.00949978 605.896
-0.00866241 698.506
-0.0077763 754.5
-0.0075892 758.051
-0.00698239 800.125
-0.00611204 838.243
-0.00481313 901.984
-0.00436318 924.119
-0.00333521 956.761
-0.00222494 985.291
-0.00243612 982.02
-0.00148716 996.571
-0.00118669 1002.57
-0.0005168 1006.49
-0.00950649 621.096
-0.00863661 696.365
-0.00780398 750.047
-0.00693537 796.944
-0.00609688 838.801
-0.00529117 887.689
-0.00362281 953.108
-0.00273803 973.417
-0.00111644 1003.71
-0.00186847 993.387
-0.00951178 623.633
-0.00868905 685.758
-0.00771225 753.442
-0.00679658 800.72
-0.00605072 844.142
-0.00567918 866.578
-0.00470292 904.817
-0.00370946 949.193
-0.00271552 971.738
-0.00175069 992.848
-0.00197406 990.959
-0.000819602 1002.69
-0.000952988 1002.93
-0.00950449 611.112
-0.00864451 693.668
-0.00869948 669.269
-0.00742885 769.587
-0.00780416 756.846
-0.00702864 794.126
-0.00643406 825.373
-0.00571386 869.808
-0.00484172 904.922
-0.00395206 943.134
-0.00299089 971.894
-0.00241666 983.887
-0.00158269 996.963
-0.000772455 1004.33
-0.000450127 1008.25
-0.00950839 613.817
-0.00840513 709.125
-0.00741357 762.043
-0.00665936 821.267
-0.00607554 842.515
-0.00505225 900.475
-0.00375482 945.692
-0.00236748 983.62
-0.00224992 985.692
-0.00142524 999.261
-0.00132406 1002.65
-0.000595498 1007.16
-0.00927009 661.887
-0.00792253 742.025
-0.00668152 809.976
-0.00531397 891.971
