# Position f_temp[0]
# Data for particle type id 0 follow.
# Data for particle type id 1 follow.
-0.00741952 754.875
-0.00648059 850.518
-0.00507163 926.59
-0.00425234 960.112
-0.00380217 985.118
-0.00218858 1024.33
-0.00112958 1047.79
-0.000408831 1052.37
-0.00936959 601.931
-0.00770793 754.818
-0.00672002 805.693
-0.00587629 889.373
-0.00447772 959.541
-0.00346816 986.638
-0.00276496 1006.23
-0.00110204 1047.79
-0.000235114 1052.66
-0.00950419 605.64
-0.00857368 701.744
-0.00700678 809.109
-0.00603998 857.702
-0.00545783 892.008
-0.00483732 928.124
-0.00305333 1007.59
-0.003972 982.951
-0.00260317 1024.05
-0.00172732 1039.72
-0.000814889 1048.73
-0.00949303 611.861
-0.00830775 705.823
-0.00760548 762.789
-0.00673658 815.221
-0.00541909 892.482
-0.00456949 958.26
-0.00375518 984.913
-0.00214757 1025.4
-0.00288167 1008.37
-0.00123042 1046.77
-0.000248664 1052.99
-0.00949664 611.861
-0.00835738 707.443
-0.00743668 763.16
-0.00611976 856.424
-0.00515725 926.101
-0.00419189 960.141
-0.00321721 1007.66
-0.00224958 1026.24
-0.000151321 1053.04
-0.00919985 649.786
-0.00820869 701.141
-0.00823207 707.387
-0.00696871 810.791
-0.0060076 863.31
-0.00504638 932.028
-0.00413216 965.187
-0.00326585 1005.97
-0.00317081 1008.86
-0.00236761 1029.52
-0.00134801 1039.13
-8.23274e-05 1055.36
-0.00951136 605.121
-0.0091547 641.582
-0.0084426 701.478
-0.00750613 766.907
-0.00786294 759.761
-0.00608296 860.919
-0.00681188 812.982
-0.00513549 925.39
-0.00559805 898.864
-0.00471929 934.642
-0.00396835 986.579
-0.00305936 1008.88
-0.00198194 1043.32
-0.00111987 1050.64
-0.000487518 1055.21
-0.00949978 603.179
-0.00866241 701.735
-0.0077763 756.91
-0.0075892 762.856
-0.00698239 817.455
-0.00611204 861.515
-0.00481313 929.874
-0.00436318 963.964
-0.00333521 992.906
-0.00222494 1027.92
-0.00243612 1026.83
-0.00148716 1039.94
-0.00118669 1050.85
-0.0005168 1055.45
-0.00950649 619.232
-0.00863661 711.714
-0.00780398 764.952
-0.00693537 816.921
-0.00609688 859.37
-0.00529117 925.707
-0.00362281 993.292
-0.00273803 1014.23
-0.00111644 1051.89
-0.00186847 1039.03
-0.00951178 619.651
-0.00868905 678.248
-0.00771225 765.729
-0.00679658 813.473
-0.00605072 862.214
-0.00567918 894.496
-0.00470292 929.822
-0.00370946 992.005
-0.00271552 1013.58
-0.00175069 1038.78
-0.00197406 1039.06
-0.000819602 1047.5
-0.000952988 1051.46
-0.00950449 602.969
-0.00864451 703.18
-0.00869948 660.552
-0.00742885 770.293
-0.00780416 764.407
-0.00702864 817.309
-0.00643406 856.907
-0.00571386 899.052
-0.00484172 937.695
-0.00395206 990.269
-0.00299089 1015.03
-0.00241666 1029.52
-0.00158269 1043.96
-0.000772455 1052.44
-0.000450127 1058.98
-0.00950839 603.597
-0.00840513 712.6
-0.00741357 766.642
-0.00665936 858.54
-0.00607554 863.497
-0.00505225 936.168
-0.00375482 986.921
-0.00236748 1029.35
-0.00224992 1032.66
-0.00142524 1044.82
-0.00132406 1052.1
-0.000595498 1058.31
-0.00927009 659.258
-0.00792253 760.456
-0.00668152 820.368
-0.00531397 926.763
-0.00588229 898.218
-0.00429723 965.058
-0.00308619 1013.34
-0.00151237 1045.82
-0.000189596 1056.15
-0.00950187 618.254
-0.00853612 703.293
-0.00872955 677.05
-0.0077592 765.149
-0.00690958 817.848
-0.00634123 860.689
-0.00597774 889.56
-0.00503129 938.458
-0.00438008 961.17
-0.00375232 992.373
-0.00278474 1014.37
-0.00195955 1041.16
-0.00169838 1045.85
-0.000876917 1054.1
-0.00950756 620.25
-0.00871151 676.721
-0.0086808 678.751
-0.00788188 763.527
-0.0069424 817.138
-0.00606194 865.047
-0.00527718 924.409
-0.00503255 935.975
-0.00424552 961.557
-0.00406294 969.55
-0.00346577 993.436
-0.00322522 1013.27
-0.00260531 1029.24
-0.0014926 1046.44
-0.000778579 1052.49
-0.00949812 601.671
-0.00832874 712.293
-0.00733546 772.182
-0.00637437 858.374
-0.00472111 937.887
-0.00471961 944.422
-0.00381945 996.76
-0.00285464 1019.01
-0.00215785 1039.73
-0.00138669 1044.35
-7.34292e-05 1059.3
-0.00950955 603.483
-0.00878663 659.489
-0.00790067 761.538
-0.00698777 817.721
-0.00555988 905.773
-0.00576727 897.086
-0.00480553 942.427
-0.00400168 970.366
-0.00314764 1017.94
-0.00307681 1013.41
-0.00216189 1036.03
-0.00130914 1055.85
-0.000474226 1059.45
-0.0095107 605.985
-0.00880357 661.377
-0.00826695 712.456
-0.007271 814.364
-0.00669998 819.655
-0.00634205 860.901
-0.00535924 909.486
-0.00496842 938.743
-0.00436662 971.517
-0.00380858 991.52
-0.00336572 999.249
-0.00250501 1032.2
-0.00129746 1056.3
-0.000558435 1058.95
-0.00951238 620.631
-0.00950941 603.69
-0.0081171 712.681
-0.00740306 772.761
-0.00690673 817.308
-0.00649696 864.204
-0.00558594 906.633
-0.00465517 967.167
-0.00371161 994.988
-0.00228252 1031.01
-0.00111476 1055.77
-0.00181028 1047.43
-1.10266e-05 1062.23
-0.000279481 1059.16
-0.00950164 620.08
-0.00898564 649.837
-0.00724251 814.431
-0.00791049 761.319
-0.0064623 860.03
-0.00544639 907.476
-0.00455063 965.92
-0.004105 969.015
-0.00322615 1012.16
-0.00192621 1045.57
-0.000928679 1056.08
-1.69317e-05 1063.88
-0.000395767 1063.81
-0.00950668 602.051
-0.00902176 658.804
-0.00849827 706.928
-0.00758896 769.22
-0.00666337 854.952
-0.0068143 820.551
-0.00586715 898.264
-0.00567038 905.668
-0.00492177 944.044
-0.00400675 977.773
-0.00306558 1018.7
-0.00215983 1039.99
-0.00126918 1055.61
-0.00138063 1053.26
-0.000421775 1061.47
-0.00950122 602.839
-0.00875438 661.352
-0.00774035 767.514
-0.00707139 820.614
-0.0062385 861.541
-0.00530583 940.377
-0.00409958 977.284
-0.00445823 971.249
-0.00359323 997.972
-0.00258941 1039.29
-0.00124479 1056.9
-0.000353566 1065.71
-0.00907079 653.727
-0.00817999 715.74
-0.00864497 706.737
-0.00752954 773.336
-0.00650462 859.99
-0.00550128 905.056
-0.00431258 972.328
-0.00328641 1021
-0.00256354 1034.32
-0.00150032 1052.63
-0.000356211 1062.76
-0.000824665 1057.13
-0.00950211 606.728
-0.00858044 711.866
-0.00770033 774.767
-0.00670427 823.144
-0.00576387 906.062
-0.00480456 944.052
-0.00382297 994.6
-0.00291452 1018.23
-0.00238685 1040.14
-0.000947013 1055.93
-0.009506 602.488
-0.00807357 717.431
-0.00852612 714.333
-0.00720336 820.303
-0.00722578 820.845
-0.00601989 870.181
-0.00508361 936.345
-0.00504171 939.774
-0.00442824 972.161
-0.00325922 1018.09
-0.00234212 1035.23
-0.00148879 1047.19
-0.00050116 1063.77
-0.00950552 609.708
-0.00764959 767.683
-0.00676625 826.4
-0.00596189 896.464
-0.00522876 935.32
-0.00454786 970.402
-0.00366157 998.025
-0.00370712 1000.26
-0.00226978 1039.3
-0.00295193 1020.59
