"Maximum force"	28,4993	"N"
"Gage length "	1,03047	"mm"
"Pre-load"	0,1	"N"
"Standard travel"	"Standard force"
"mm"	"N"
0	0,128999
-2,84612e-006	0,128975
-3,25032e-006	0,129163
-3,66196e-006	0,129358
-4,20585e-006	0,129616
-4,19287e-006	0,129609
-4,57285e-006	0,129789
-4,31022e-006	0,129665
-4,55609e-006	0,129781
-4,19287e-006	0,12961
-4,09369e-006	0,129562
-3,58332e-006	0,12932
-2,89042e-006	0,128992
-2,49181e-006	0,128803
-2,01125e-006	0,128575
-1,76352e-006	0,128458
-1,07061e-006	0,12813
-5,90051e-007	0,127902
1,84809e-007	0,127534
5,01459e-007	0,127384
6,83998e-007	0,127298
1,01369e-006	0,127142
9,15898e-007	0,127188
1,17853e-006	0,127063
1,26282e-006	0,127024
1,26302e-006	0,127024
7,67554e-007	0,127258
3,37282e-007	0,127462
-3,70523e-007	0,127798
-9,51668e-007	0,128073
-1,1994e-006	0,128191
-1,85878e-006	0,128504
-2,25738e-006	0,128692
-2,34074e-006	0,128732
-2,58847e-006	0,128849
-2,40779e-006	0,128763
-2,60523e-006	0,128857
-2,57263e-006	0,128841
-2,77101e-006	0,128935
-2,39103e-006	0,128756
-2,1433e-006	0,128638
-8,39444e-007	0,12802
2,85594e-007	0,12749
1,12751e-006	0,127087
2,20039e-006	0,12658
2,96408e-006	0,126217
4,08912e-006	0,125687
5,08004e-006	0,125214
6,18273e-006	0,124691
6,83093e-006	0,124384
7,4605e-006	0,124087
1,03811e-005	0,124078
9,98998e-006	0,124265
9,92292e-006	0,124297
9,3306e-006	0,124577
1,19681e-005	0,124704
1,15732e-005	0,124892
1,45684e-005	0,124846
1,73102e-005	0,124924
2,02904e-005	0,124893
2,60124e-005	0,124932
3,14067e-005	0,125127
4,02282e-005	0,125081
4,84536e-005	0,125308
5,70963e-005	0,125331
6,53813e-005	0,125534
7,39048e-005	0,125645
8,15938e-005	0,126137
9,2561e-005	0,126434
9,7389e-005	0,126921
0,000105376	0,127243
0,000113661	0,12747
0,00012433	0,127924
0,000132377	0,128229
0,000140006	0,128763
0,000147755	0,129202
0,000155742	0,129545
0,000167126	0,129672
0,000175531	0,129828
0,000183995	0,129953
0,00019228	0,13015
0,000200028	0,130596
0,000211293	0,130784
0,000219102	0,1312
0,000227506	0,131364
0,000238235	0,131779
0,00024646	0,132029
0,000254388	0,13239
0,000259752	0,132609
0,00027066	0,132954
0,000275458	0,133431
0,000283505	0,133746
0,000291134	0,134269
0,000302101	0,134583
0,000310505	0,134733
0,000318731	0,134945
0,000326777	0,135265
0,000334407	0,13578
0,000342036	0,136322
0,000349546	0,136894
0,000360037	0,137413
0,000364477	0,138077
0,000374789	0,138702
0,000381524	0,139637
0,000388051	0,140674
0,000398661	0,141163
0,000406141	0,14175
0,000413413	0,142433
0,000423188	0,143303
0,000427301	0,144111
0,000437016	0,145027
0,000443662	0,146
0,000453795	0,146713
0,000461216	0,147323
0,000472123	0,147669
0,000479067	0,148512
0,00048625	0,149244
0,000496621	0,14982
0,00050425	0,150331
0,000515098	0,150717
0,000522847	0,151171
0,000533755	0,151523
0,000540937	0,152244
0,000548209	0,152923
0,000554557	0,15406
0,000560875	0,155189
0,000566895	0,156471
0,000572557	0,157913
0,000580842	0,159508
0,000589127	0,161087
0,000595773	0,162063
0,000602836	0,162861
0,000613327	0,163383
0,000620777	0,16399
0,000631089	0,164623
0,00063842	0,165272
0,000648494	0,166015
0,00065952	0,1663
0,000670428	0,166622
0,000678653	0,166849
0,0006867	0,167187
0,000697548	0,167538
0,000704939	0,168186
0,000712688	0,168636
0,000723834	0,168855
0,000732298	0,168996
0,000740881	0,169067
0,000751431	0,169574
0,000759477	0,169889
0,000767286	0,17032
0,000774557	0,170999
0,000781203	0,171983
0,000787909	0,172944
0,000794734	0,173845
0,000800962	0,17502
0,00081032	0,176088
0,000816251	0,177415
0,000822509	0,178575
0,000828917	0,179681
0,000838215	0,180772
0,000847215	0,182023
0,000853683	0,183091
