"cellID","T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","Tsource","voidfraction","T","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Cell Type"
1790,785.26,0.31199,0.175,0.31199,0,1.1629e+05,2.7241,932.87,1.1629e+05,79.186,0.31199,785.26,1.1629e+05,0.31199,-0.0037377,0.025585,0.07261,-0.0037377,0.025585,0.07261,0,0,0,2.389e-11,-3.8223e-11,1.3049e-11,-1.0497e-06,4.0162e-06,1.8112e-05,2.389e-11,-3.8223e-11,1.3049e-11,2.389e-11,-3.8223e-11,1.3049e-11,12
1791,780.11,0.39037,0.175,0.39037,-2.7756e-12,65337,2.4138,937.14,65337,3565.1,0.39037,780.11,65337,0.39037,-0.010488,-0.0063645,0.11329,-0.010488,-0.0063645,0.11329,0,0,0,3.9185e-11,-8.607e-12,5.5505e-11,-1.2584e-06,4.2096e-07,1.5379e-05,3.9186e-11,-8.6066e-12,5.5505e-11,3.9185e-11,-8.607e-12,5.5505e-11,12
1792,769.17,0.32941,0.175,0.32941,0,1.1264e+05,2.6552,940.77,1.1264e+05,4034.5,0.32941,769.17,1.1264e+05,0.32941,-0.0065336,0.0074211,0.067239,-0.0065336,0.0074211,0.067239,0,0,0,3.8084e-11,5.1187e-11,1.144e-11,-1.5392e-06,1.3285e-06,1.574e-05,3.8084e-11,5.1186e-11,1.1439e-11,3.8084e-11,5.1187e-11,1.144e-11,12
1793,759.52,0.46875,0.175,0.46875,5.5511e-12,34752,2.1035,945.58,34752,-2160.5,0.46875,759.52,34752,0.46875,0.019083,0.0067217,0.16711,0.019083,0.0067217,0.16711,0,0,0,-2.9257e-12,2.5193e-11,-9.1261e-12,4.7638e-07,7.2062e-07,1.2097e-05,-2.9256e-12,2.5193e-11,-9.1261e-12,-2.9257e-12,2.5193e-11,-9.1261e-12,12
1794,735.75,0.27716,0.175,0.27716,2.7756e-12,1.961e+05,2.8621,933.01,1.961e+05,9615.2,0.27716,735.75,1.961e+05,0.27716,-0.0013135,-0.0030403,0.036596,-0.0013135,-0.0030403,0.036596,0,0,0,3.036e-11,1.0308e-11,2.1179e-11,-8.1861e-07,-9.1786e-07,1.4889e-05,3.036e-11,1.0308e-11,2.1179e-11,3.036e-11,1.0308e-11,2.1179e-11,12
1795,724.39,0.46005,0.175,0.46005,2.7756e-12,34496,2.1379,948.5,34496,2165.6,0.46005,724.39,34496,0.46005,-0.022571,0.0016278,0.19047,-0.022571,0.0016278,0.19047,0,0,0,-2.3288e-11,1.4815e-11,4.3709e-12,-1.3505e-06,2.8044e-09,1.3651e-05,-2.3288e-11,1.4815e-11,4.3706e-12,-2.3288e-11,1.4815e-11,4.3709e-12,12
1796,690.43,0.24232,0.175,0.24232,0,2.7528e+05,3,942.03,2.7528e+05,5023,0.24232,690.43,2.7528e+05,0.24232,-0.0022436,-0.00048366,0.031085,-0.0022436,-0.00048366,0.031085,0,0,0,7.8288e-12,-1.858e-11,-6.1904e-11,-1.5143e-06,6.1797e-08,1.7724e-05,7.8289e-12,-1.858e-11,-6.1904e-11,7.8288e-12,-1.858e-11,-6.1904e-11,12
1797,663.65,0.43392,0.175,0.43392,5.5511e-12,43026,2.2414,955.47,43026,4245.7,0.43392,663.65,43026,0.43392,-0.038803,-0.0097575,0.14185,-0.038803,-0.0097575,0.14185,0,0,0,1.7152e-11,1.1184e-11,7.9096e-12,-2.6678e-06,-6.5381e-07,1.2856e-05,1.7152e-11,1.1184e-11,7.9094e-12,1.7152e-11,1.1184e-11,7.9096e-12,12
1798,629.79,0.28587,0.175,0.28587,-2.7756e-12,1.8106e+05,2.8276,961.31,1.8106e+05,6830.9,0.28587,629.79,1.8106e+05,0.28587,-0.0015509,-0.0050831,0.030612,-0.0015509,-0.0050831,0.030612,0,0,0,3.1666e-11,4.4162e-11,5.1997e-12,-5.3907e-07,-1.6078e-06,1.1538e-05,3.1666e-11,4.4162e-11,5.2e-12,3.1666e-11,4.4162e-11,5.1997e-12,12
1799,589.23,0.57326,0.175,0.57326,0,14542,1.6897,958.65,14542,7722.7,0.57326,589.23,14542,0.57326,0.014859,-0.045391,0.28989,0.014859,-0.045391,0.28989,0,0,0,-1.1152e-11,-2.4121e-11,5.7163e-12,3.415e-07,-8.8817e-07,8.806e-06,-1.1152e-11,-2.4121e-11,5.7163e-12,-1.1152e-11,-2.4121e-11,5.7163e-12,12
1800,580.46,0.72131,0.175,0.72131,0,3927.2,1.1034,889.56,3927.2,3390.3,0.72131,580.46,3927.2,0.72131,-0.017731,0.067219,0.60798,-0.017731,0.067219,0.60798,0,0,0,-3.0152e-11,3.7569e-11,-4.2978e-11,-2.1157e-07,3.0073e-07,4.9687e-06,-3.0152e-11,3.7569e-11,-4.2978e-11,-3.0152e-11,3.7569e-11,-4.2978e-11,12
1801,630.27,0.17265,0.175,0.17265,-1.3878e-12,6.2398e+05,3.2759,890.7,6.2398e+05,13361,0.17265,630.27,6.2398e+05,0.17265,-0.00049607,-0.00058359,0.0083617,-0.00049607,-0.00058359,0.0083617,0,0,0,6.6557e-12,2.7296e-11,-1.3124e-11,-5.9686e-07,-6.9003e-07,1.0824e-05,6.6557e-12,2.7296e-11,-1.3124e-11,6.6557e-12,2.7296e-11,-1.3124e-11,12
1802,669.25,0.48617,0.175,0.48617,0,38314,2.0345,893.03,38314,6303.5,0.48617,669.25,38314,0.48617,-0.010139,0.014749,0.13173,-0.010139,0.014749,0.13173,0,0,0,2.3518e-11,2.5744e-12,-7.3116e-11,-1.5557e-08,2.3645e-07,1.0557e-05,2.3518e-11,2.5743e-12,-7.3116e-11,2.3518e-11,2.5744e-12,-7.3116e-11,12
1803,698.28,0.36425,0.175,0.36425,-5.5511e-12,78907,2.5172,895.24,78907,5321.8,0.36425,698.28,78907,0.36425,-0.010993,0.0014619,0.092805,-0.010993,0.0014619,0.092805,0,0,0,-1.5621e-11,3.6372e-11,2.0485e-11,-1.7509e-06,3.2389e-07,1.5186e-05,-1.5621e-11,3.6372e-11,2.0485e-11,-1.5621e-11,3.6372e-11,2.0485e-11,12
1804,727.87,0.37296,0.175,0.37296,2.7756e-12,78686,2.4828,902.96,78686,3033,0.37296,727.87,78686,0.37296,0.0069855,-0.0020988,0.098052,0.0069855,-0.0020988,0.098052,0,0,0,-3.9203e-11,2.1017e-12,9.855e-12,2.6571e-07,5.6522e-08,1.6037e-05,-3.9203e-11,2.1017e-12,9.855e-12,-3.9203e-11,2.1017e-12,9.855e-12,12
1805,743.93,0.17265,0.175,0.17265,2.7756e-12,6.6627e+05,3.2759,888.87,6.6627e+05,5290,0.17265,743.93,6.6627e+05,0.17265,0.0014726,-0.00067512,0.012895,0.0014726,-0.00067512,0.012895,0,0,0,-2.2411e-11,2.4457e-11,-1.0479e-11,1.6223e-06,-8.3611e-07,1.7858e-05,-2.2411e-11,2.4457e-11,-1.0479e-11,-2.2411e-11,2.4457e-11,-1.0479e-11,12
1806,760.92,0.4165,0.175,0.4165,2.7756e-12,52076,2.3103,891.82,52076,324.42,0.4165,760.92,52076,0.4165,-0.0022244,-0.026108,0.16077,-0.0022244,-0.026108,0.16077,0,0,0,-1.7257e-11,7.3643e-12,-5.2139e-11,3.9938e-07,-2.0349e-06,1.7463e-05,-1.7257e-11,7.3643e-12,-5.2139e-11,-1.7257e-11,7.3643e-12,-5.2139e-11,12
1807,772.39,0.17265,0.175,0.17265,0,6.2605e+05,3.2759,890.26,6.2605e+05,1602.4,0.17265,772.39,6.2605e+05,0.17265,0.0009596,0.00072277,0.013076,0.0009596,0.00072277,0.013076,0,0,0,-6.1574e-12,-1.4484e-11,6.5392e-11,1.3569e-06,6.1364e-07,1.6978e-05,-6.1574e-12,-1.4484e-11,6.5392e-11,-6.1574e-12,-1.4484e-11,6.5392e-11,12
1808,783.08,0.45134,0.175,0.45134,5.5511e-12,38692,2.1724,884.97,38692,654.44,0.45134,783.08,38692,0.45134,0.036398,-0.027409,0.17018,0.036398,-0.027409,0.17018,0,0,0,-1.0868e-11,-2.0161e-11,-2.3787e-11,2.87e-06,-1.7531e-06,1.3726e-05,-1.0868e-11,-2.0161e-11,-2.3787e-11,-1.0868e-11,-2.0161e-11,-2.3787e-11,12
1809,783.38,0.43392,0.175,0.43392,-2.7756e-12,44364,2.2414,874.02,44364,2363.8,0.43392,783.38,44364,0.43392,0.036842,-0.018209,0.14906,0.036842,-0.018209,0.14906,0,0,0,3.6879e-11,-1.1685e-11,6.6837e-13,2.9086e-06,-1.1003e-06,1.3877e-05,3.6879e-11,-1.1685e-11,6.6832e-13,3.6879e-11,-1.1685e-11,6.6837e-13,12
1810,770.15,0.6081,0.175,0.6081,5.5511e-12,11864,1.5517,866.15,11864,11886,0.6081,770.15,11864,0.6081,-0.0067575,-0.02542,0.38801,-0.0067575,-0.02542,0.38801,0,0,0,7.1187e-11,-2.0306e-11,1.2053e-11,-5.3027e-07,-7.2683e-07,9.5233e-06,7.1187e-11,-2.0306e-11,1.2053e-11,7.1187e-11,-2.0306e-11,1.2053e-11,12
1811,778.89,0.38166,0.175,0.38166,5.5511e-12,63896,2.4483,875.01,63896,3856.3,0.38166,778.89,63896,0.38166,-0.027426,-0.00046633,0.14545,-0.027426,-0.00046633,0.14545,0,0,0,2.9506e-12,9.9017e-12,5.0359e-11,-3.8693e-06,-2.4241e-07,1.922e-05,2.9505e-12,9.9017e-12,5.0359e-11,2.9506e-12,9.9017e-12,5.0359e-11,12
1812,772.09,0.43392,0.175,0.43392,5.5511e-12,45103,2.2414,886.23,45103,3051.4,0.43392,772.09,45103,0.43392,-0.039587,-0.0049628,0.13708,-0.039587,-0.0049628,0.13708,0,0,0,-9.9731e-12,5.7853e-11,3.2507e-11,-3.1035e-06,-4.3815e-07,1.2977e-05,-9.973e-12,5.7853e-11,3.2507e-11,-9.9731e-12,5.7853e-11,3.2507e-11,12
1813,762.75,0.3207,0.175,0.3207,0,1.0542e+05,2.6897,895.58,1.0542e+05,3582.2,0.3207,762.75,1.0542e+05,0.3207,-0.017303,-0.010636,0.074183,-0.017303,-0.010636,0.074183,0,0,0,1.6391e-11,2.2327e-11,1.7592e-11,-3.0161e-06,-1.6733e-06,1.6453e-05,1.6391e-11,2.2327e-11,1.7593e-11,1.6391e-11,2.2327e-11,1.7592e-11,12
1814,745.58,0.1,0.175,0.1,1.3878e-12,2.3934e+06,3.7586,907.1,2.3934e+06,3099,0.1,745.58,2.3934e+06,0.1,-0.00022658,3.4435e-05,0.0035413,-0.00022658,3.4435e-05,0.0035413,0,0,0,-1.214e-11,2.0961e-11,-1.7126e-11,-9.8017e-07,9.5474e-08,1.7581e-05,-1.214e-11,2.0961e-11,-1.7126e-11,-1.214e-11,2.0961e-11,-1.7126e-11,12
1815,720.44,0.32941,0.175,0.32941,-2.7756e-12,1.153e+05,2.6552,901.76,1.153e+05,2966.2,0.32941,720.44,1.153e+05,0.32941,0.002328,0.0041227,0.066961,0.002328,0.0041227,0.066961,0,0,0,2.1751e-11,1.071e-11,2.9643e-12,-2.6473e-07,6.1547e-07,1.6033e-05,2.1751e-11,1.071e-11,2.9645e-12,2.1751e-11,1.071e-11,2.9643e-12,12
1816,695.28,0.46005,0.175,0.46005,-2.7756e-12,31348,2.1379,903.96,31348,2763.4,0.46005,695.28,31348,0.46005,-0.027228,-0.0053409,0.2354,-0.027228,-0.0053409,0.2354,0,0,0,3.807e-11,7.2152e-12,5.089e-11,-1.7961e-06,-1.8485e-07,1.5298e-05,3.807e-11,7.2153e-12,5.089e-11,3.807e-11,7.2152e-12,5.089e-11,12
1817,665.39,0.39037,0.175,0.39037,0,66825,2.4138,911.67,66825,5715.4,0.39037,665.39,66825,0.39037,-0.016906,0.0011333,0.1162,-0.016906,0.0011333,0.1162,0,0,0,1.9379e-11,-7.3519e-12,-1.7503e-11,-2.1782e-06,-1.0882e-07,1.6122e-05,1.9379e-11,-7.3519e-12,-1.7503e-11,1.9379e-11,-7.3519e-12,-1.7503e-11,12
1818,628.22,0.42521,0.175,0.42521,2.7756e-12,47776,2.2759,916.88,47776,-1965,0.42521,628.22,47776,0.42521,-0.0070466,0.0066819,0.18191,-0.0070466,0.0066819,0.18191,0,0,0,6.4731e-12,1.0103e-11,1.9822e-11,-8.4101e-07,4.5231e-07,1.8018e-05,6.4731e-12,1.0103e-11,1.9822e-11,6.4731e-12,1.0103e-11,1.9822e-11,12
1819,593.06,0.39037,0.175,0.39037,-2.7756e-12,68250,2.4138,915.53,68250,7364.1,0.39037,593.06,68250,0.39037,0.0016356,0.016222,0.1204,0.0016356,0.016222,0.1204,0,0,0,2.6251e-11,4.2071e-11,-1.2702e-11,1.335e-07,2.2048e-06,1.7049e-05,2.6251e-11,4.2071e-11,-1.2702e-11,2.6251e-11,4.2071e-11,-1.2702e-11,12
1820,597.71,0.31199,0.175,0.31199,0,1.2892e+05,2.7241,901.64,1.2892e+05,-1250.6,0.31199,597.71,1.2892e+05,0.31199,-0.0045125,-0.0073285,0.056082,-0.0045125,-0.0073285,0.056082,0,0,0,-5.2984e-11,2.7218e-12,3.4016e-11,-1.1023e-06,-1.5921e-06,1.504e-05,-5.2984e-11,2.7218e-12,3.4017e-11,-5.2984e-11,2.7218e-12,3.4016e-11,12
1821,639.71,0.45134,0.175,0.45134,0,44563,2.1724,908.3,44563,-2052.1,0.45134,639.71,44563,0.45134,0.0089909,-0.012147,0.13006,0.0089909,-0.012147,0.13006,0,0,0,-3.2396e-12,3.4455e-11,5.5078e-11,5.4061e-07,-1.941e-07,1.2083e-05,-3.2396e-12,3.4455e-11,5.5078e-11,-3.2396e-12,3.4455e-11,5.5078e-11,12
1822,670.1,0.39037,0.175,0.39037,2.7756e-12,63140,2.4138,896.99,63140,5556.5,0.39037,670.1,63140,0.39037,0.02159,-0.012281,0.12136,0.02159,-0.012281,0.12136,0,0,0,9.344e-12,-2.0797e-13,2.1475e-11,2.7774e-06,-1.1893e-06,1.5931e-05,9.344e-12,-2.0763e-13,2.1475e-11,9.344e-12,-2.0797e-13,2.1475e-11,12
1823,700.39,0.37296,0.175,0.37296,-5.5511e-12,73255,2.4828,892.62,73255,9264.1,0.37296,700.39,73255,0.37296,-0.0028194,0.00029729,0.12068,-0.0028194,0.00029729,0.12068,0,0,0,1.4597e-11,2.1226e-11,-1.5227e-11,5.3651e-07,-2.2586e-07,1.8324e-05,1.4597e-11,2.1226e-11,-1.5227e-11,1.4597e-11,2.1226e-11,-1.5227e-11,12
1824,724.64,0.37296,0.175,0.37296,0,67785,2.4828,899.41,67785,-2817.7,0.37296,724.64,67785,0.37296,-0.01057,0.0051754,0.15169,-0.01057,0.0051754,0.15169,0,0,0,3.1127e-11,-6.0586e-11,-2.5822e-11,-1.1691e-07,5.5828e-07,2.1374e-05,3.1126e-11,-6.0586e-11,-2.5822e-11,3.1127e-11,-6.0586e-11,-2.5822e-11,12
1825,748.76,0.43392,0.175,0.43392,-5.5511e-12,42810,2.2414,900.92,42810,-1999.7,0.43392,748.76,42810,0.43392,0.02643,-0.0043124,0.17453,0.02643,-0.0043124,0.17453,0,0,0,2.6595e-12,4.9071e-12,-3.0569e-11,2.2707e-06,3.0586e-07,1.5503e-05,2.6595e-12,4.9071e-12,-3.0569e-11,2.6595e-12,4.9071e-12,-3.0569e-11,12
1826,757.74,0.26845,0.175,0.26845,2.7756e-12,2.074e+05,2.8965,886.34,2.074e+05,8172.9,0.26845,757.74,2.074e+05,0.26845,0.0017903,0.0079717,0.036149,0.0017903,0.0079717,0.036149,0,0,0,-3.1412e-11,-3.9224e-11,1.4523e-11,6.7918e-07,2.7342e-06,1.5684e-05,-3.1412e-11,-3.9223e-11,1.4523e-11,-3.1412e-11,-3.9224e-11,1.4523e-11,12
1827,777.71,0.5123,0.175,0.5123,0,20433,1.931,896.6,20433,-551.19,0.5123,777.71,20433,0.5123,-0.035699,-0.037811,0.26677,-0.035699,-0.037811,0.26677,0,0,0,-5.6259e-11,1.6978e-11,1.8337e-11,8.6634e-08,-5.8122e-07,1.1499e-05,-5.6259e-11,1.6978e-11,1.8337e-11,-5.6259e-11,1.6978e-11,1.8337e-11,12
1828,782.6,0.18136,0.175,0.18136,2.7756e-12,6.2046e+05,3.2414,894.93,6.2046e+05,3080.5,0.18136,782.6,6.2046e+05,0.18136,0.0012405,0.00087914,0.015417,0.0012405,0.00087914,0.015417,0,0,0,3.7832e-11,5.9396e-12,3.2282e-11,3.4378e-06,9.9177e-07,1.9604e-05,3.7832e-11,5.9396e-12,3.2282e-11,3.7832e-11,5.9396e-12,3.2282e-11,12
1829,786.97,0.27716,0.175,0.27716,0,1.7723e+05,2.8621,887.85,1.7723e+05,-339.83,0.27716,786.97,1.7723e+05,0.27716,0.0058481,0.00047786,0.056538,0.0058481,0.00047786,0.056538,0,0,0,2.1307e-11,1.845e-11,3.2169e-11,1.9639e-06,1.1648e-07,2.0792e-05,2.1307e-11,1.845e-11,3.2169e-11,2.1307e-11,1.845e-11,3.2169e-11,12
1830,785.6,0.15523,0.175,0.15523,-1.3878e-12,7.9986e+05,3.3448,883.03,7.9986e+05,-962.1,0.15523,785.6,7.9986e+05,0.15523,-1.8917e-05,-0.00072544,0.011969,-1.8917e-05,-0.00072544,0.011969,0,0,0,2.6691e-11,-8.2314e-12,5.101e-11,-4.7094e-07,-1.2188e-06,1.9841e-05,2.6691e-11,-8.2312e-12,5.101e-11,2.6691e-11,-8.2314e-12,5.101e-11,12
1831,781.05,0.4165,0.175,0.4165,0,52253,2.3103,888.01,52253,756.03,0.4165,781.05,52253,0.4165,-0.0041349,-0.012431,0.13171,-0.0041349,-0.012431,0.13171,0,0,0,2.0599e-11,-2.2275e-11,5.0211e-11,-4.8469e-07,-3.1341e-07,1.4327e-05,2.0599e-11,-2.2275e-11,5.0211e-11,2.0599e-11,-2.2275e-11,5.0211e-11,12
1832,765.43,0.30328,0.175,0.30328,0,1.4378e+05,2.7586,885.51,1.4378e+05,8050.1,0.30328,765.43,1.4378e+05,0.30328,-0.021822,0.0018103,0.053278,-0.021822,0.0018103,0.053278,0,0,0,-7.2307e-12,3.7937e-11,-8.6112e-12,-5.4955e-06,2.1276e-07,1.6265e-05,-7.2308e-12,3.7937e-11,-8.6112e-12,-7.2307e-12,3.7937e-11,-8.6112e-12,12
1833,772.03,0.32941,0.175,0.32941,-2.7756e-12,1.1101e+05,2.6552,923.91,1.1101e+05,-10245,0.32941,772.03,1.1101e+05,0.32941,-0.010035,-0.0031962,0.066162,-0.010035,-0.0031962,0.066162,0,0,0,2.3136e-11,4.3802e-11,2.0267e-11,-2.196e-06,-7.1217e-07,1.5244e-05,2.3136e-11,4.3802e-11,2.0267e-11,2.3136e-11,4.3802e-11,2.0267e-11,12
1834,738.69,0.39037,0.175,0.39037,2.7756e-12,61536,2.4138,898.3,61536,3219.7,0.39037,738.69,61536,0.39037,0.043042,0.0060345,0.11129,0.043042,0.0060345,0.11129,0,0,0,3.6087e-11,4.8187e-11,-9.7229e-12,4.2367e-06,6.232e-07,1.4628e-05,3.6087e-11,4.8187e-11,-9.7227e-12,3.6087e-11,4.8187e-11,-9.7229e-12,12
1835,721.73,0.30328,0.175,0.30328,0,1.3409e+05,2.7586,893.35,1.3409e+05,2298.9,0.30328,721.73,1.3409e+05,0.30328,0.0015029,-0.00027094,0.0603,0.0015029,-0.00027094,0.0603,0,0,0,2.597e-11,4.174e-11,1.7121e-11,-6.5663e-08,1.768e-07,1.6767e-05,2.597e-11,4.174e-11,1.7121e-11,2.597e-11,4.174e-11,1.7121e-11,12
1836,695.51,0.24232,0.175,0.24232,1.3878e-12,2.7471e+05,3,896.04,2.7471e+05,6016.5,0.24232,695.51,2.7471e+05,0.24232,-0.0058788,0.0021389,0.030586,-0.0058788,0.0021389,0.030586,0,0,0,-1.9693e-11,3.2394e-11,9.9932e-12,-3.036e-06,1.1208e-06,1.7483e-05,-1.9693e-11,3.2394e-11,9.9931e-12,-1.9693e-11,3.2394e-11,9.9932e-12,12
1837,665.52,0.36425,0.175,0.36425,-5.5511e-12,79077,2.5172,911.75,79077,-3886.4,0.36425,665.52,79077,0.36425,-0.023868,-0.001024,0.096107,-0.023868,-0.001024,0.096107,0,0,0,1.5439e-11,2.3919e-11,-3.5279e-12,-3.4758e-06,1.681e-07,1.5858e-05,1.5439e-11,2.3918e-11,-3.5279e-12,1.5439e-11,2.3919e-11,-3.5279e-12,12
1838,627.66,0.19007,0.175,0.19007,-1.3878e-12,5.7006e+05,3.2069,917.73,5.7006e+05,-3001.1,0.19007,627.66,5.7006e+05,0.19007,0.00065254,-0.00063705,0.013876,0.00065254,-0.00063705,0.013876,0,0,0,8.9388e-12,3.4744e-11,4.7401e-11,-6.4459e-07,-5.5452e-07,1.6412e-05,8.9387e-12,3.4744e-11,4.7401e-11,8.9388e-12,3.4744e-11,4.7401e-11,12
1839,590.52,0.38166,0.175,0.38166,0,69652,2.4483,907.49,69652,5685.9,0.38166,590.52,69652,0.38166,0.01265,-0.0098872,0.11433,0.01265,-0.0098872,0.11433,0,0,0,6.8775e-12,-5.15e-11,-2.3601e-11,1.6188e-06,-1.4541e-06,1.6529e-05,6.8774e-12,-5.15e-11,-2.3601e-11,6.8775e-12,-5.15e-11,-2.3601e-11,12
1840,600.9,0.30328,0.175,0.30328,0,1.5618e+05,2.7586,907.61,1.5618e+05,2936.6,0.30328,600.9,1.5618e+05,0.30328,0.0035509,0.0041193,0.044245,0.0035509,0.0041193,0.044245,0,0,0,3.0838e-12,1.198e-12,-5.8442e-11,5.5054e-07,7.9801e-08,1.4423e-05,3.0839e-12,1.198e-12,-5.8442e-11,3.0838e-12,1.198e-12,-5.8442e-11,12
1841,629.71,0.38166,0.175,0.38166,0,72057,2.4483,901.16,72057,-5719.7,0.38166,629.71,72057,0.38166,-0.00032944,0.012724,0.094651,-0.00032944,0.012724,0.094651,0,0,0,6.5848e-12,3.3305e-11,5.7501e-11,1.8256e-07,7.7973e-07,1.4244e-05,6.5849e-12,3.3305e-11,5.7501e-11,6.5848e-12,3.3305e-11,5.7501e-11,12
1842,672.94,0.33812,0.175,0.33812,2.7756e-12,1.0598e+05,2.6207,907.9,1.0598e+05,-1628,0.33812,672.94,1.0598e+05,0.33812,0.0052089,0.0019938,0.070413,0.0052089,0.0019938,0.070413,0,0,0,-4.443e-11,1.0143e-11,3.8422e-11,1.2807e-06,-2.5494e-07,1.5463e-05,-4.443e-11,1.0143e-11,3.8422e-11,-4.443e-11,1.0143e-11,3.8422e-11,12
1843,701.06,0.26845,0.175,0.26845,2.7756e-12,2.0394e+05,2.8965,894.81,2.0394e+05,6516.7,0.26845,701.06,2.0394e+05,0.26845,0.0050029,-0.00067251,0.036751,0.0050029,-0.00067251,0.036751,0,0,0,5.4633e-11,5.5813e-12,-2.5303e-11,1.791e-06,-2.5023e-07,1.558e-05,5.4633e-11,5.5813e-12,-2.5303e-11,5.4633e-11,5.5813e-12,-2.5303e-11,12
1844,722.32,0.43392,0.175,0.43392,0,48919,2.2414,896.23,48919,1407.9,0.43392,722.32,48919,0.43392,0.0043303,-0.0037698,0.15626,0.0043303,-0.0037698,0.15626,0,0,0,3.9183e-11,1.304e-13,-5.426e-11,8.4221e-07,-3.2331e-08,1.5836e-05,3.9183e-11,1.3027e-13,-5.426e-11,3.9183e-11,1.304e-13,-5.426e-11,12
1845,744.01,0.36425,0.175,0.36425,5.5511e-12,64832,2.5172,892.42,64832,407.75,0.36425,744.01,64832,0.36425,0.048306,0.0096532,0.15074,0.048306,0.0096532,0.15074,0,0,0,-3.3386e-11,-1.3081e-11,-2.8893e-11,4.6064e-06,6.8645e-07,2.08e-05,-3.3386e-11,-1.3081e-11,-2.8893e-11,-3.3386e-11,-1.3081e-11,-2.8893e-11,12
1846,747.14,0.32941,0.175,0.32941,-2.7756e-12,1.086e+05,2.6552,860.17,1.086e+05,14811,0.32941,747.14,1.086e+05,0.32941,-0.010278,-0.0026364,0.077179,-0.010278,-0.0026364,0.077179,0,0,0,1.4145e-11,9.5665e-12,7.8703e-12,-7.4353e-07,-3.8895e-07,1.7519e-05,1.4145e-11,9.5665e-12,7.8703e-12,1.4145e-11,9.5665e-12,7.8703e-12,12
1847,777.59,0.24232,0.175,0.24232,1.3878e-12,2.5499e+05,3,905.43,2.5499e+05,-3142,0.24232,777.59,2.5499e+05,0.24232,-0.0048896,0.0012922,0.034887,-0.0048896,0.0012922,0.034887,0,0,0,3.6745e-11,1.2709e-11,-2.6437e-11,-2.1586e-06,8.9972e-07,1.8488e-05,3.6745e-11,1.2709e-11,-2.6437e-11,3.6745e-11,1.2709e-11,-2.6437e-11,12
1848,779.21,0.29458,0.175,0.29458,0,1.4712e+05,2.7931,874.46,1.4712e+05,3172.4,0.29458,779.21,1.4712e+05,0.29458,0.019586,0.0035062,0.054343,0.019586,0.0035062,0.054343,0,0,0,4.1781e-11,2.3874e-11,-4.0594e-11,3.9366e-06,8.4033e-07,1.7186e-05,4.1782e-11,2.3874e-11,-4.0593e-11,4.1781e-11,2.3874e-11,-4.0594e-11,12
1849,782.7,0.37296,0.175,0.37296,0,74731,2.4828,872.4,74731,3319.8,0.37296,782.7,74731,0.37296,-0.0030042,0.0096196,0.10008,-0.0030042,0.0096196,0.10008,0,0,0,2.4097e-11,2.2371e-11,4.9389e-11,-1.9767e-07,8.8966e-07,1.5558e-05,2.4097e-11,2.2371e-11,4.9389e-11,2.4097e-11,2.2371e-11,4.9389e-11,12
1850,785.53,0.2249,0.175,0.2249,-1.3878e-12,3.4051e+05,3.069,877.09,3.4051e+05,-391.36,0.2249,785.53,3.4051e+05,0.2249,-0.0038925,0.0026131,0.021912,-0.0038925,0.0026131,0.021912,0,0,0,-2.1951e-11,3.4574e-12,2.4919e-11,-2.1961e-06,1.2913e-06,1.5612e-05,-2.1951e-11,3.4574e-12,2.4919e-11,-2.1951e-11,3.4574e-12,2.4919e-11,12
1851,782.31,0.34683,0.175,0.34683,-5.5511e-12,1.0135e+05,2.5862,887.52,1.0135e+05,156.56,0.34683,782.31,1.0135e+05,0.34683,-0.0036045,0.0066923,0.067335,-0.0036045,0.0066923,0.067335,0,0,0,5.4283e-11,-4.0026e-11,3.9479e-11,-1.1532e-06,1.5022e-06,1.4112e-05,5.4283e-11,-4.0027e-11,3.9478e-11,5.4283e-11,-4.0026e-11,3.9479e-11,12
1852,759.54,0.43392,0.175,0.43392,-2.7756e-12,43029,2.2414,881.23,43029,7346.5,0.43392,759.54,43029,0.43392,-0.030093,-0.00080448,0.15903,-0.030093,-0.00080448,0.15903,0,0,0,3.7831e-11,3.2328e-11,2.8804e-11,-2.6538e-06,3.9032e-07,1.4187e-05,3.7831e-11,3.2328e-11,2.8804e-11,3.7831e-11,3.2328e-11,2.8804e-11,12
1853,762.22,0.39908,0.175,0.39908,-2.7756e-12,60820,2.3793,902.41,60820,-2696,0.39908,762.22,60820,0.39908,-0.026698,0.024171,0.1182,-0.026698,0.024171,0.1182,0,0,0,1.8401e-11,3.0775e-12,3.5543e-11,-3.2421e-06,2.5572e-06,1.5024e-05,1.8401e-11,3.0776e-12,3.5542e-11,1.8401e-11,3.0775e-12,3.5543e-11,12
