"cellID","T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","Tsource","voidfraction","T","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Cell Type"
956,683.03,0.5123,0.175,0.5123,0,21140,1.931,1714.4,21140,-309.89,0.5123,683.03,21140,0.5123,-0.003725,-0.014692,0.26318,-0.003725,-0.014692,0.26318,0,0,0,-2.8467e-11,1.4098e-12,-3.6964e-11,-4.3693e-07,-5.103e-07,1.1534e-05,-2.8467e-11,1.4098e-12,-3.6964e-11,-2.8467e-11,1.4098e-12,-3.6964e-11,12
957,657.25,0.35554,0.175,0.35554,-5.5511e-12,90468,2.5517,1714.1,90468,3613.5,0.35554,657.25,90468,0.35554,-0.0033996,0.0010518,0.067639,-0.0033996,0.0010518,0.067639,0,0,0,6.2855e-11,2.3648e-11,1.4359e-11,-5.0612e-08,-7.9288e-08,1.2703e-05,6.2855e-11,2.3648e-11,1.4359e-11,6.2855e-11,2.3648e-11,1.4359e-11,12
958,624.76,0.32941,0.175,0.32941,0,1.0923e+05,2.6552,1717.9,1.0923e+05,477.14,0.32941,624.76,1.0923e+05,0.32941,-0.0088131,0.0017077,0.066734,-0.0088131,0.0017077,0.066734,0,0,0,5.3646e-11,-1.1829e-11,3.1241e-11,-1.5489e-06,8.3577e-07,1.5147e-05,5.3645e-11,-1.1829e-11,3.1241e-11,5.3646e-11,-1.1829e-11,3.1241e-11,12
959,596.77,0.49488,0.175,0.49488,0,27134,2,1725,27134,1404.7,0.49488,596.77,27134,0.49488,-0.022038,0.11704,0.26036,-0.022038,0.11704,0.26036,0,0,0,2.6682e-11,-6.2671e-12,2.8768e-11,-1.3782e-06,6.1818e-06,1.4808e-05,2.6682e-11,-6.2667e-12,2.8768e-11,2.6682e-11,-6.2671e-12,2.8768e-11,12
960,590.57,0.40779,0.175,0.40779,0,56428,2.3448,1652.7,56428,5960.3,0.40779,590.57,56428,0.40779,-0.00047009,0.0068926,0.15913,-0.00047009,0.0068926,0.15913,0,0,0,8.7199e-12,5.7965e-11,-3.7831e-11,-1.0068e-07,7.8449e-07,1.8616e-05,8.72e-12,5.7965e-11,-3.7831e-11,8.7199e-12,5.7965e-11,-3.7831e-11,12
961,615.18,0.47746,0.175,0.47746,0,29786,2.069,1653,29786,2537.2,0.47746,615.18,29786,0.47746,-0.021274,-0.0005025,0.23326,-0.021274,-0.0005025,0.23326,0,0,0,4.033e-11,-4.9073e-11,1.9156e-11,-1.6759e-06,1.6569e-07,1.4366e-05,4.033e-11,-4.9074e-11,1.9156e-11,4.033e-11,-4.9073e-11,1.9156e-11,12
962,656.3,0.12911,0.175,0.12911,0,1.2231e+06,3.4483,1660.1,1.2231e+06,5925.1,0.12911,656.3,1.2231e+06,0.12911,-0.00045904,0.00097517,0.0075642,-0.00045904,0.00097517,0.0075642,0,0,0,8.6803e-12,-4.7704e-11,3.2953e-11,-1.1662e-06,2.396e-06,1.919e-05,8.6803e-12,-4.7704e-11,3.2953e-11,8.6803e-12,-4.7704e-11,3.2953e-11,12
963,690.97,0.42521,0.175,0.42521,0,52862,2.2759,1659.4,52862,8925.1,0.42521,690.97,52862,0.42521,-0.0019968,0.0042648,0.114,-0.0019968,0.0042648,0.114,0,0,0,1.0608e-11,-4.4582e-11,3.4864e-11,3.169e-07,8.0292e-07,1.2475e-05,1.0608e-11,-4.4582e-11,3.4864e-11,1.0608e-11,-4.4582e-11,3.4864e-11,12
964,712.07,0.4165,0.175,0.4165,-2.7756e-12,50911,2.3103,1661.2,50911,-3467,0.4165,712.07,50911,0.4165,-0.00039002,0.014645,0.14328,-0.00039002,0.014645,0.14328,0,0,0,-7.3885e-12,5.0597e-12,-5.8559e-12,7.7363e-09,1.3965e-06,1.5137e-05,-7.3884e-12,5.0594e-12,-5.8562e-12,-7.3885e-12,5.0597e-12,-5.8559e-12,12
965,726.16,0.5123,0.175,0.5123,0,30735,1.931,1659.6,30735,-150.06,0.5123,726.16,30735,0.5123,0.0092693,-0.00078735,0.1517,0.0092693,-0.00078735,0.1517,0,0,0,3.3355e-11,2.8849e-11,-1.9943e-11,-6.3594e-07,4.9018e-07,9.6509e-06,3.3355e-11,2.8849e-11,-1.9943e-11,3.3355e-11,2.8849e-11,-1.9943e-11,12
966,737.84,0.45134,0.175,0.45134,5.5511e-12,37672,2.1724,1657.9,37672,5360.8,0.45134,737.84,37672,0.45134,0.0079775,-0.016936,0.18488,0.0079775,-0.016936,0.18488,0,0,0,1.023e-11,-5.7552e-11,7.1433e-12,1.3929e-07,-9.7077e-07,1.448e-05,1.023e-11,-5.7552e-11,7.1437e-12,1.023e-11,-5.7552e-11,7.1433e-12,12
967,749.32,0.15523,0.175,0.15523,1.3878e-12,7.8986e+05,3.3448,1656.1,7.8986e+05,3710.8,0.15523,749.32,7.8986e+05,0.15523,0.00041684,-0.0016855,0.0092652,0.00041684,-0.0016855,0.0092652,0,0,0,-3.2835e-11,-2.3064e-11,-3.3829e-12,6.2208e-07,-2.6457e-06,1.5195e-05,-3.2835e-11,-2.3064e-11,-3.3828e-12,-3.2835e-11,-2.3064e-11,-3.3829e-12,12
968,750.02,0.63422,0.175,0.63422,0,9115.1,1.4483,1654.2,9115.1,5059.5,0.63422,750.02,9115.1,0.63422,-0.0077872,-0.018064,0.33802,-0.0077872,-0.018064,0.33802,0,0,0,3.1759e-13,-5.0013e-11,7.1812e-12,-3.6435e-07,-6.3184e-07,6.3567e-06,3.1738e-13,-5.0013e-11,7.1813e-12,3.1759e-13,-5.0013e-11,7.1812e-12,12
969,762.2,0.17265,0.175,0.17265,2.7756e-12,6.5256e+05,3.2759,1657,6.5256e+05,3638.6,0.17265,762.2,6.5256e+05,0.17265,-0.0013088,-0.0010161,0.010247,-0.0013088,-0.0010161,0.010247,0,0,0,1.2007e-11,-2.0767e-11,-8.8929e-13,-1.6896e-06,-1.2105e-06,1.3889e-05,1.2007e-11,-2.0767e-11,-8.8926e-13,1.2007e-11,-2.0767e-11,-8.8929e-13,12
970,766.23,0.19878,0.175,0.19878,0,4.4177e+05,3.1724,1663.9,4.4177e+05,-1491.8,0.19878,766.23,4.4177e+05,0.19878,-0.00065755,-0.00044763,0.014372,-0.00065755,-0.00044763,0.014372,0,0,0,1.6013e-11,-3.9495e-11,5.5909e-11,-5.0143e-07,-6.5921e-07,1.3157e-05,1.6013e-11,-3.9495e-11,5.5909e-11,1.6013e-11,-3.9495e-11,5.5909e-11,12
971,753.19,0.58197,0.175,0.58197,0,13380,1.6552,1660.2,13380,5574.9,0.58197,753.19,13380,0.58197,-0.066874,-0.03763,0.30492,-0.066874,-0.03763,0.30492,0,0,0,-5.5197e-11,-3.8675e-11,1.984e-11,-9.8092e-07,-6.4075e-07,8.6426e-06,-5.5197e-11,-3.8675e-11,1.984e-11,-5.5197e-11,-3.8675e-11,1.984e-11,12
972,765.32,0.36425,0.175,0.36425,5.5511e-12,81617,2.5172,1674.6,81617,-10340,0.36425,765.32,81617,0.36425,-0.0014037,-0.013316,0.082516,-0.0014037,-0.013316,0.082516,0,0,0,-8.5835e-12,-1.5759e-11,5.332e-11,-2.1231e-07,-2.0199e-06,1.3998e-05,-8.5835e-12,-1.5759e-11,5.332e-11,-8.5835e-12,-1.5759e-11,5.332e-11,12
973,740.04,0.1,0.175,0.1,1.3878e-12,2.53e+06,3.5862,1661.3,2.53e+06,948.53,0.1,740.04,2.53e+06,0.1,0.0002252,-0.00034009,0.0029244,0.0002252,-0.00034009,0.0029244,0,0,0,-2.5494e-12,3.4063e-13,-1.8109e-11,7.0208e-07,-1.1251e-06,1.543e-05,-2.5494e-12,3.4055e-13,-1.8109e-11,-2.5494e-12,3.4063e-13,-1.8109e-11,12
974,730.8,0.53843,0.175,0.53843,-5.5511e-12,19210,1.8276,1668,19210,-5820.2,0.53843,730.8,19210,0.53843,-0.055905,0.045787,0.27077,-0.055905,0.045787,0.27077,0,0,0,4.7119e-11,1.5733e-11,-5.7929e-11,-1.7751e-06,1.5831e-06,1.0905e-05,4.7119e-11,1.5733e-11,-5.7929e-11,4.7119e-11,1.5733e-11,-5.7929e-11,12
975,712.14,0.25974,0.175,0.25974,2.7756e-12,2.2945e+05,2.931,1673.9,2.2945e+05,-4576.6,0.25974,712.14,2.2945e+05,0.25974,-0.00076969,0.00010271,0.033939,-0.00076969,0.00010271,0.033939,0,0,0,-1.9431e-11,-5.1652e-11,-4.1607e-12,-4.1598e-07,4.4844e-07,1.6137e-05,-1.9431e-11,-5.1652e-11,-4.1607e-12,-1.9431e-11,-5.1652e-11,-4.1607e-12,12
976,684.67,0.16394,0.175,0.16394,1.3878e-12,6.6024e+05,3.3103,1670,6.6024e+05,8054.6,0.16394,684.67,6.6024e+05,0.16394,-0.00031354,8.9255e-05,0.012227,-0.00031354,8.9255e-05,0.012227,0,0,0,-1.5442e-11,-5.3474e-11,3.6538e-11,-6.9043e-07,2.0714e-09,1.6729e-05,-1.5442e-11,-5.3474e-11,3.6538e-11,-1.5442e-11,-5.3474e-11,3.6538e-11,12
977,660.58,0.50359,0.175,0.50359,5.5511e-12,28740,1.9655,1676.2,28740,1901.2,0.50359,660.58,28740,0.50359,0.016575,-0.0044992,0.1742,0.016575,-0.0044992,0.1742,0,0,0,-6.4447e-11,1.8261e-11,2.4779e-11,-5.4814e-07,-6.0426e-08,1.0415e-05,-6.4447e-11,1.8261e-11,2.4779e-11,-6.4447e-11,1.8261e-11,2.4779e-11,12
978,621.25,0.58197,0.175,0.58197,0,13686,1.6552,1664.6,13686,3810.5,0.58197,621.25,13686,0.58197,0.11718,-0.058882,0.37867,0.11718,-0.058882,0.37867,0,0,0,-2.1632e-11,-2.0216e-11,7.2644e-12,3.3337e-06,-1.6215e-06,1.0749e-05,-2.1632e-11,-2.0216e-11,7.2644e-12,-2.1632e-11,-2.0216e-11,7.2644e-12,12
979,595.3,0.68648,0.175,0.68648,0,6419.2,1.2414,1657.3,6419.2,3682.9,0.68648,595.3,6419.2,0.68648,0.089529,-0.020322,0.52724,0.089529,-0.020322,0.52724,0,0,0,-5.5506e-11,8.7159e-12,6.206e-11,2.0856e-06,-2.527e-07,6.8053e-06,-5.5506e-11,8.7163e-12,6.2059e-11,-5.5506e-11,8.7159e-12,6.206e-11,12
980,586.79,0.46875,0.175,0.46875,0,28158,2.1035,1666.6,28158,3838.7,0.46875,586.79,28158,0.46875,0.0019755,-0.039094,0.30753,0.0019755,-0.039094,0.30753,0,0,0,-3.505e-11,2.8398e-11,-5.8206e-11,1.0732e-06,-1.9301e-06,1.7962e-05,-3.505e-11,2.8398e-11,-5.8206e-11,-3.505e-11,2.8398e-11,-5.8206e-11,12
981,622.54,0.3207,0.175,0.3207,0,1.12e+05,2.6897,1666.1,1.12e+05,-892.81,0.3207,622.54,1.12e+05,0.3207,0.020527,-0.0060321,0.079005,0.020527,-0.0060321,0.079005,0,0,0,1.1134e-11,-4.7222e-11,8.4259e-12,4.0898e-06,-1.1154e-06,1.8527e-05,1.1134e-11,-4.7222e-11,8.4259e-12,1.1134e-11,-4.7222e-11,8.4259e-12,12
982,650.89,0.27716,0.175,0.27716,0,1.8335e+05,2.8621,1640.3,1.8335e+05,9177.2,0.27716,650.89,1.8335e+05,0.27716,0.0030052,-0.00090823,0.043875,0.0030052,-0.00090823,0.043875,0,0,0,-3.4574e-14,-1.0899e-11,-4.4992e-11,1.241e-06,-2.5972e-07,1.6672e-05,-3.4616e-14,-1.0899e-11,-4.4992e-11,-3.4574e-14,-1.0899e-11,-4.4992e-11,12
983,687.36,0.34683,0.175,0.34683,0,97338,2.5862,1659.8,97338,-1595.7,0.34683,687.36,97338,0.34683,-0.0059754,-0.0025817,0.077112,-0.0059754,-0.0025817,0.077112,0,0,0,6.7681e-12,-3.3814e-11,-2.0297e-11,2.4735e-07,-4.9496e-07,1.5607e-05,6.768e-12,-3.3814e-11,-2.0297e-11,6.7681e-12,-3.3814e-11,-2.0297e-11,12
984,701.31,0.39037,0.175,0.39037,2.7756e-12,65685,2.4138,1647,65685,4029.9,0.39037,701.31,65685,0.39037,0.013824,-6.5603e-05,0.10944,0.013824,-6.5603e-05,0.10944,0,0,0,-1.9449e-11,-2.8759e-11,1.4476e-11,1.6996e-06,-1.4465e-07,1.4925e-05,-1.9449e-11,-2.8759e-11,1.4476e-11,-1.9449e-11,-2.8759e-11,1.4476e-11,12
985,723.3,0.35554,0.175,0.35554,-2.7756e-12,87729,2.5517,1649.4,87729,2275.3,0.35554,723.3,87729,0.35554,-0.0089537,0.006357,0.086914,-0.0089537,0.006357,0.086914,0,0,0,-1.314e-12,-5.2029e-11,6.9557e-12,-1.4073e-06,1.1512e-06,1.5829e-05,-1.3143e-12,-5.203e-11,6.9558e-12,-1.314e-12,-5.2029e-11,6.9557e-12,12
986,736.92,0.30328,0.175,0.30328,2.7756e-12,1.2863e+05,2.7586,1656,1.2863e+05,3751.4,0.30328,736.92,1.2863e+05,0.30328,-0.032979,0.0058071,0.062877,-0.032979,0.0058071,0.062877,0,0,0,3.7063e-11,-3.2083e-11,-2.5744e-11,-7.3888e-06,1.322e-06,1.7452e-05,3.7063e-11,-3.2083e-11,-2.5744e-11,3.7063e-11,-3.2083e-11,-2.5744e-11,12
987,754.53,0.19878,0.175,0.19878,-2.7756e-12,4.5406e+05,3.1724,1698.1,4.5406e+05,-4494.7,0.19878,754.53,4.5406e+05,0.19878,-0.0028167,-0.0019238,0.016368,-0.0028167,-0.0019238,0.016368,0,0,0,-1.551e-12,2.5259e-11,3.0055e-12,-9.2075e-07,-9.2037e-07,1.5685e-05,-1.551e-12,2.5259e-11,3.0055e-12,-1.551e-12,2.5259e-11,3.0055e-12,12
988,760.19,0.27716,0.175,0.27716,0,1.8901e+05,2.8621,1670.6,1.8901e+05,-1949.1,0.27716,760.19,1.8901e+05,0.27716,0.012764,-0.0036314,0.035494,0.012764,-0.0036314,0.035494,0,0,0,-1.6586e-11,2.1314e-11,-3.2693e-11,3.0808e-06,-7.5456e-07,1.4506e-05,-1.6586e-11,2.1314e-11,-3.2693e-11,-1.6586e-11,2.1314e-11,-3.2693e-11,12
989,765.29,0.26845,0.175,0.26845,2.7756e-12,2.0712e+05,2.8965,1670.4,2.0712e+05,-1126.9,0.26845,765.29,2.0712e+05,0.26845,0.0028039,-0.0002043,0.03453,0.0028039,-0.0002043,0.03453,0,0,0,-1.05e-11,3.6366e-11,6.3835e-11,1.1183e-06,1.184e-07,1.4833e-05,-1.0501e-11,3.6366e-11,6.3835e-11,-1.05e-11,3.6366e-11,6.3835e-11,12
990,760.02,0.44263,0.175,0.44263,-2.7756e-12,36632,2.2069,1663.9,36632,2105.6,0.44263,760.02,36632,0.44263,0.004326,0.0051992,0.19154,0.004326,0.0051992,0.19154,0,0,0,3.0558e-11,3.1225e-11,4.4332e-11,5.0769e-07,4.4905e-07,1.4539e-05,3.0558e-11,3.1225e-11,4.4332e-11,3.0558e-11,3.1225e-11,4.4332e-11,12
991,760.48,0.27716,0.175,0.27716,0,2.3804e+05,2.8621,1668.6,2.3804e+05,-28.046,0.27716,760.48,2.3804e+05,0.27716,0.0043001,0.00032312,0.031513,0.0043001,0.00032312,0.031513,0,0,0,1.112e-11,-1.4481e-11,4.845e-12,2.3766e-06,1.2369e-06,1.5466e-05,1.112e-11,-1.4481e-11,4.845e-12,1.112e-11,-1.4481e-11,4.845e-12,12
992,752.05,0.28587,0.175,0.28587,-2.7756e-12,1.5705e+05,2.8276,1652.2,1.5705e+05,2348.8,0.28587,752.05,1.5705e+05,0.28587,0.018668,0.014382,0.052092,0.018668,0.014382,0.052092,0,0,0,2.1406e-11,-9.4716e-12,-4.7488e-11,4.7651e-06,3.7823e-06,1.7594e-05,2.1406e-11,-9.4716e-12,-4.7487e-11,2.1406e-11,-9.4716e-12,-4.7488e-11,12
993,733.68,0.39037,0.175,0.39037,-2.7756e-12,60444,2.4138,1635.1,60444,10369,0.39037,733.68,60444,0.39037,0.011924,0.036841,0.12172,0.011924,0.036841,0.12172,0,0,0,4.651e-11,-2.5504e-11,5.1876e-11,1.185e-06,3.3432e-06,1.5607e-05,4.651e-11,-2.5504e-11,5.1876e-11,4.651e-11,-2.5504e-11,5.1876e-11,12
994,720.09,0.40779,0.175,0.40779,2.7756e-12,58056,2.3448,1643.9,58056,6687.4,0.40779,720.09,58056,0.40779,-0.036131,0.0064896,0.11363,-0.036131,0.0064896,0.11363,0,0,0,-2.132e-12,3.237e-12,-2.6528e-11,-3.2093e-06,9.9457e-07,1.3974e-05,-2.132e-12,3.237e-12,-2.6528e-11,-2.132e-12,3.237e-12,-2.6528e-11,12
995,703.18,0.38166,0.175,0.38166,0,70095,2.4483,1659.2,70095,3754.9,0.38166,703.18,70095,0.38166,-0.038746,0.010743,0.093866,-0.038746,0.010743,0.093866,0,0,0,8.1118e-12,-2.0176e-11,1.8808e-11,-5.4755e-06,1.4588e-06,1.3715e-05,8.1118e-12,-2.0176e-11,1.8808e-11,8.1118e-12,-2.0176e-11,1.8808e-11,12
996,690.24,0.52101,0.175,0.52101,0,24338,1.8966,1675,24338,-3861.5,0.52101,690.24,24338,0.52101,-0.047432,-0.013025,0.1955,-0.047432,-0.013025,0.1955,0,0,0,2.3264e-11,-3.5887e-11,5.2158e-11,-1.9682e-06,-2.9383e-07,9.975e-06,2.3264e-11,-3.5887e-11,5.2158e-11,2.3264e-11,-3.5887e-11,5.2158e-11,12
997,658.25,0.30328,0.175,0.30328,2.7756e-12,1.4348e+05,2.7586,1672.6,1.4348e+05,825.94,0.30328,658.25,1.4348e+05,0.30328,0.0010786,0.0022055,0.048521,0.0010786,0.0022055,0.048521,0,0,0,-4.7452e-11,-2.5385e-11,-1.8957e-11,3.5332e-07,4.8613e-07,1.4439e-05,-4.7452e-11,-2.5385e-11,-1.8957e-11,-4.7452e-11,-2.5385e-11,-1.8957e-11,12
998,632.01,0.33812,0.175,0.33812,5.5511e-12,1.0178e+05,2.6207,1673.1,1.0178e+05,3815,0.33812,632.01,1.0178e+05,0.33812,0.0044876,0.0037443,0.071848,0.0044876,0.0037443,0.071848,0,0,0,-3.5442e-11,-3.8133e-11,1.1484e-12,8.8379e-08,7.9376e-07,1.5189e-05,-3.5442e-11,-3.8133e-11,1.1485e-12,-3.5442e-11,-3.8133e-11,1.1484e-12,12
999,595.74,0.23361,0.175,0.23361,-2.7756e-12,2.916e+05,3.0345,1667.3,2.916e+05,-2108,0.23361,595.74,2.916e+05,0.23361,0.0017549,-0.0013548,0.027747,0.0017549,-0.0013548,0.027747,0,0,0,5.5738e-13,3.0687e-11,-2.5328e-12,6.8802e-07,-5.1311e-07,1.6805e-05,5.5742e-13,3.0687e-11,-2.5327e-12,5.5738e-13,3.0687e-11,-2.5328e-12,12
1000,595.16,0.4165,0.175,0.4165,-5.5511e-12,56216,2.3103,1674.2,56216,3956,0.4165,595.16,56216,0.4165,0.01284,0.013005,0.13065,0.01284,0.013005,0.13065,0,0,0,2.7693e-11,1.052e-11,4.4733e-11,1.079e-06,1.8163e-06,1.5229e-05,2.7693e-11,1.052e-11,4.4733e-11,2.7693e-11,1.052e-11,4.4733e-11,12
1001,628.34,0.42521,0.175,0.42521,0,51446,2.2759,1665.8,51446,3232.4,0.42521,628.34,51446,0.42521,0.018785,0.013141,0.13601,0.018785,0.013141,0.13601,0,0,0,-1.0259e-11,-1.7612e-11,2.3422e-11,1.4977e-06,1.0709e-06,1.4595e-05,-1.0259e-11,-1.7612e-11,2.3422e-11,-1.0259e-11,-1.7612e-11,2.3422e-11,12
1002,661.01,0.57326,0.175,0.57326,5.5511e-12,14289,1.6897,1663,14289,6248.1,0.57326,661.01,14289,0.57326,0.0099325,-0.069746,0.34532,0.0099325,-0.069746,0.34532,0,0,0,1.0535e-11,-5.3615e-11,3.6662e-11,9.7449e-07,-7.675e-07,1.0366e-05,1.0535e-11,-5.3615e-11,3.6662e-11,1.0535e-11,-5.3615e-11,3.6662e-11,12
1003,685.98,0.29458,0.175,0.29458,0,1.59e+05,2.7931,1664.2,1.59e+05,1553.6,0.29458,685.98,1.59e+05,0.29458,0.00096578,9.816e-05,0.043648,0.00096578,9.816e-05,0.043648,0,0,0,3.6283e-11,-4.4519e-11,7.4383e-12,6.2938e-07,-2.1704e-07,1.4376e-05,3.6283e-11,-4.4519e-11,7.4383e-12,3.6283e-11,-4.4519e-11,7.4383e-12,12
1004,705.89,0.32941,0.175,0.32941,0,1.0767e+05,2.6552,1661.3,1.0767e+05,-2461.9,0.32941,705.89,1.0767e+05,0.32941,0.012309,-0.0069218,0.064258,0.012309,-0.0069218,0.064258,0,0,0,-1.6109e-11,-2.984e-11,1.9616e-11,2.4436e-06,-1.2684e-06,1.4425e-05,-1.6109e-11,-2.984e-11,1.9616e-11,-1.6109e-11,-2.984e-11,1.9616e-11,12
1005,723.23,0.23361,0.175,0.23361,0,3.0009e+05,3.0345,1648.9,3.0009e+05,2603.3,0.23361,723.23,3.0009e+05,0.23361,0.0051393,-0.0017936,0.024604,0.0051393,-0.0017936,0.024604,0,0,0,7.2693e-12,-4.0869e-12,2.0996e-11,1.7122e-06,-8.9854e-07,1.5558e-05,7.2693e-12,-4.087e-12,2.0996e-11,7.2693e-12,-4.0869e-12,2.0996e-11,12
1006,731.78,0.36425,0.175,0.36425,-5.5511e-12,78012,2.5172,1643.7,78012,7217.6,0.36425,731.78,78012,0.36425,-0.026595,-0.0013539,0.092847,-0.026595,-0.0013539,0.092847,0,0,0,-4.9623e-11,-3.5153e-11,1.1599e-11,-3.524e-06,-3.1806e-07,1.5216e-05,-4.9623e-11,-3.5153e-11,1.1599e-11,-4.9623e-11,-3.5153e-11,1.1599e-11,12
1007,751.85,0.30328,0.175,0.30328,0,1.4049e+05,2.7586,1672.8,1.4049e+05,-1697.2,0.30328,751.85,1.4049e+05,0.30328,-0.014646,0.015619,0.051896,-0.014646,0.015619,0.051896,0,0,0,2.3805e-11,2.1202e-12,6.0585e-11,-2.8732e-06,3.6094e-06,1.5687e-05,2.3805e-11,2.1201e-12,6.0585e-11,2.3805e-11,2.1202e-12,6.0585e-11,12
1008,761.02,0.28587,0.175,0.28587,0,1.9351e+05,2.8276,1667.2,1.9351e+05,-1344.4,0.28587,761.02,1.9351e+05,0.28587,0.0067505,0.0044698,0.035907,0.0067505,0.0044698,0.035907,0,0,0,2.4306e-11,2.3551e-11,5.7884e-11,1.6227e-06,7.6191e-07,1.4658e-05,2.4307e-11,2.3551e-11,5.7884e-11,2.4306e-11,2.3551e-11,5.7884e-11,12
1009,760.21,0.40779,0.175,0.40779,0,56644,2.3448,1657.9,56644,3045,0.40779,760.21,56644,0.40779,0.010674,0.01235,0.11335,0.010674,0.01235,0.11335,0,0,0,2.2305e-11,-7.103e-12,2.6138e-12,8.9085e-07,9.0257e-07,1.3388e-05,2.2305e-11,-7.1029e-12,2.6138e-12,2.2305e-11,-7.103e-12,2.6138e-12,12
1010,764.76,0.45134,0.175,0.45134,-5.5511e-12,39048,2.1724,1660.3,39048,1512.2,0.45134,764.76,39048,0.45134,-0.0017382,7.1591e-05,0.17695,-0.0017382,7.1591e-05,0.17695,0,0,0,-2.7543e-11,1.2285e-12,9.0504e-13,1.3442e-07,1.9885e-07,1.4323e-05,-2.7543e-11,1.2285e-12,9.0502e-13,-2.7543e-11,1.2285e-12,9.0504e-13,12
1011,759.47,0.26845,0.175,0.26845,-2.7756e-12,1.9445e+05,2.8965,1658.7,1.9445e+05,3745.2,0.26845,759.47,1.9445e+05,0.26845,0.012902,0.002249,0.047204,0.012902,0.002249,0.047204,0,0,0,2.1119e-11,-6.5402e-11,2.2094e-11,4.829e-06,3.9255e-07,1.9144e-05,2.1119e-11,-6.5402e-11,2.2094e-11,2.1119e-11,-6.5402e-11,2.2094e-11,12
1012,742.57,0.37296,0.175,0.37296,0,73230,2.4828,1631.6,73230,8076.9,0.37296,742.57,73230,0.37296,0.04756,-0.015994,0.10154,0.04756,-0.015994,0.10154,0,0,0,2.0828e-11,-7.9798e-12,-1.435e-11,6.3269e-06,-2.2219e-06,1.5834e-05,2.0828e-11,-7.9798e-12,-1.435e-11,2.0828e-11,-7.9798e-12,-1.435e-11,12
1013,733.28,0.28587,0.175,0.28587,0,1.5098e+05,2.8276,1618.6,1.5098e+05,6405.1,0.28587,733.28,1.5098e+05,0.28587,-0.016979,-0.0091061,0.053202,-0.016979,-0.0091061,0.053202,0,0,0,-7.7966e-12,-1.8288e-11,-3.7125e-12,-2.3468e-06,-2.5947e-06,1.7362e-05,-7.7966e-12,-1.8288e-11,-3.7125e-12,-7.7966e-12,-1.8288e-11,-3.7125e-12,12
1014,727.25,0.25974,0.175,0.25974,-2.7756e-12,2.0133e+05,2.931,1661.1,2.0133e+05,1311.7,0.25974,727.25,2.0133e+05,0.25974,-0.017757,-0.0062795,0.044623,-0.017757,-0.0062795,0.044623,0,0,0,-4.7216e-11,-1.5954e-11,6.2064e-11,-6.6587e-06,-2.3291e-06,1.8946e-05,-4.7216e-11,-1.5954e-11,6.2064e-11,-4.7216e-11,-1.5954e-11,6.2064e-11,12
1015,703.78,0.24232,0.175,0.24232,-1.3878e-12,2.8464e+05,3,1659.4,2.8464e+05,2925.7,0.24232,703.78,2.8464e+05,0.24232,-0.0046492,-0.0027169,0.026207,-0.0046492,-0.0027169,0.026207,0,0,0,4.247e-11,-1.0326e-11,4.6619e-11,-3.4704e-06,-1.2482e-06,1.5352e-05,4.247e-11,-1.0326e-11,4.6619e-11,4.247e-11,-1.0326e-11,4.6619e-11,12
1016,686.89,0.37296,0.175,0.37296,0,74290,2.4828,1676.1,74290,-4804.7,0.37296,686.89,74290,0.37296,-0.012603,0.0035529,0.091023,-0.012603,0.0035529,0.091023,0,0,0,-2.4286e-11,-1.4646e-11,-3.4544e-11,-2.1633e-06,2.9654e-07,1.3994e-05,-2.4286e-11,-1.4646e-11,-3.4544e-11,-2.4286e-11,-1.4646e-11,-3.4544e-11,12
1017,658.14,0.3207,0.175,0.3207,0,1.2e+05,2.6897,1670.2,1.2e+05,1533.8,0.3207,658.14,1.2e+05,0.3207,0.013764,-0.0016081,0.05742,0.013764,-0.0016081,0.05742,0,0,0,8.0769e-13,-8.1594e-12,1.6186e-11,2.5653e-06,-2.3277e-07,1.4467e-05,8.078e-13,-8.1595e-12,1.6186e-11,8.0769e-13,-8.1594e-12,1.6186e-11,12
1018,626.32,0.27716,0.175,0.27716,0,1.8394e+05,2.8621,1657.2,1.8394e+05,6456.3,0.27716,626.32,1.8394e+05,0.27716,0.002618,0.0024211,0.040963,0.002618,0.0024211,0.040963,0,0,0,2.972e-11,1.5653e-11,3.3766e-11,1.0171e-06,1.0795e-06,1.5609e-05,2.972e-11,1.5653e-11,3.3766e-11,2.972e-11,1.5653e-11,3.3766e-11,12
1019,594.82,0.29458,0.175,0.29458,0,1.6237e+05,2.7931,1664.7,1.6237e+05,2291.9,0.29458,594.82,1.6237e+05,0.29458,-0.0040376,0.0033123,0.049046,-0.0040376,0.0033123,0.049046,0,0,0,2.4626e-11,1.542e-11,-3.2933e-11,-1.2047e-06,1.8308e-06,1.6458e-05,2.4626e-11,1.542e-11,-3.2933e-11,2.4626e-11,1.542e-11,-3.2933e-11,12
