"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","Tsource","voidfraction","T","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
574.28,1,0.175,1,0,0,0,2478.7,0,0,1,574.28,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0
578.29,1,0.175,1,0,0,0,2478.6,0,0,1,578.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0
583.74,1,0.175,1,0,0,0,2478.6,0,0,1,583.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0
589.06,1,0.175,1,0,0,0,2478.6,0,0,1,589.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0
594.07,1,0.175,1,0,0,0,2478.6,0,0,1,594.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0
598.13,1,0.175,1,0,0,0,2478.5,0,0,1,598.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0
600.68,1,0.175,1,0,0,0,2478.5,0,0,1,600.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0
599.54,1,0.175,1,0,0,0,2478.4,0,0,1,599.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0
585.19,0.96513,0.175,0.96513,6.0585e-27,1773,0,2478.4,1773,0,0.96513,585.19,1773,0.96513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.0025,0
574.28,1,0.175,1,0,0,0,2478.7,0,0,1,574.28,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0
578.29,1,0.175,1,0,0,0,2478.6,0,0,1,578.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0
583.74,1,0.175,1,0,0,0,2478.6,0,0,1,583.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0
589.06,1,0.175,1,0,0,0,2478.6,0,0,1,589.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0
594.07,1,0.175,1,0,0,0,2478.6,0,0,1,594.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0
598.15,1,0.175,1,0,0,0,2478.5,0,0,1,598.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0
600.66,1,0.175,1,0,0,0,2478.5,0,0,1,600.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0
599.53,1,0.175,1,0,0,0,2478.5,0,0,1,599.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0
585.22,0.96911,0.175,0.96911,-1.389e-12,2223.5,0,2478.4,2223.5,0,0.96911,585.22,2223.5,0.96911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.00083333,0
574.28,1,0.175,1,0,0,0,2478.7,0,0,1,574.28,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.00083333,0
578.29,1,0.175,1,0,0,0,2478.6,0,0,1,578.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.00083333,0
583.74,1,0.175,1,0,0,0,2478.6,0,0,1,583.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.00083333,0
589.06,1,0.175,1,0,0,0,2478.6,0,0,1,589.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.00083333,0
594.08,1,0.175,1,0,0,0,2478.6,0,0,1,594.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.00083333,0
598.15,1,0.175,1,0,0,0,2478.5,0,0,1,598.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.00083333,0
600.7,1,0.175,1,0,0,0,2478.5,0,0,1,600.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.00083333,0
599.57,1,0.175,1,0,0,0,2478.4,0,0,1,599.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.00083333,0
585.22,0.9604,0.175,0.9604,4.167e-12,1653.6,0,2478.4,1653.6,0,0.9604,585.22,1653.6,0.9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,0.00083333,0
574.28,1,0.175,1,0,0,0,2478.7,0,0,1,574.28,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.0025,0
578.29,1,0.175,1,0,0,0,2478.6,0,0,1,578.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.0025,0
583.74,1,0.175,1,0,0,0,2478.6,0,0,1,583.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.0025,0
589.06,1,0.175,1,0,0,0,2478.6,0,0,1,589.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.0025,0
594.07,1,0.175,1,0,0,0,2478.6,0,0,1,594.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.0025,0
