"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","T","Tsource","voidfraction","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
574.65,1,0.175,1,0,0,0,2085.3,0,574.65,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0
579.92,1,0.175,1,0,0,0,2085.2,0,579.92,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0
586.86,1,0.175,1,0,0,0,2085.2,0,586.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0
593.86,1,0.175,1,0,0,0,2085.2,0,593.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0
600.26,1,0.175,1,0,0,0,2085.1,0,600.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0
605.9,1,0.175,1,0,0,0,2085.2,0,605.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0
609.29,1,0.175,1,0,0,0,2085.1,0,609.29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0
609.03,1,0.175,1,0,0,0,2085.1,0,609.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0
590.58,0.79952,0.175,0.79952,6.945e-12,6780.4,0,2084.9,6780.4,590.58,0,0.79952,6780.4,0.79952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.0025,0
574.65,1,0.175,1,0,0,0,2085.3,0,574.65,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0
579.92,1,0.175,1,0,0,0,2085.2,0,579.92,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0
586.86,1,0.175,1,0,0,0,2085.2,0,586.86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0
593.87,1,0.175,1,0,0,0,2085.2,0,593.87,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0
600.27,1,0.175,1,0,0,0,2085.1,0,600.27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0
605.92,1,0.175,1,0,0,0,2085.2,0,605.92,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0
609.32,1,0.175,1,0,0,0,2085.1,0,609.32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0
608.98,1,0.175,1,0,0,0,2085.1,0,608.98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0
590.51,0.79298,0.175,0.79298,5.556e-12,7450.6,0,2085,7450.6,590.51,0,0.79298,7450.6,0.79298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.00083333,0
