"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","T","Tsource","voidfraction","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
574.29,1,0.175,1,0,0,0,3017.4,0,574.29,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0
578.33,1,0.175,1,0,0,0,3017.4,0,578.33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0
583.82,1,0.175,1,0,0,0,3017.3,0,583.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0
589.2,1,0.175,1,0,0,0,3017.3,0,589.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0
594.24,1,0.175,1,0,0,0,3017.3,0,594.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0
598.39,1,0.175,1,0,0,0,3017.3,0,598.39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0
600.94,1,0.175,1,0,0,0,3017.3,0,600.94,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0
599.97,1,0.175,1,0,0,0,3017.2,0,599.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0
585.54,0.95962,0.175,0.95962,-1.389e-12,3267.4,0,3017.2,3267.4,585.54,0,0.95962,3267.4,0.95962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.0025,0
574.29,1,0.175,1,0,0,0,3017.4,0,574.29,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0
578.33,1,0.175,1,0,0,0,3017.4,0,578.33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0
583.82,1,0.175,1,0,0,0,3017.3,0,583.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0
589.2,1,0.175,1,0,0,0,3017.3,0,589.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0
594.24,1,0.175,1,0,0,0,3017.3,0,594.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0
598.38,1,0.175,1,0,0,0,3017.3,0,598.38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0
600.91,1,0.175,1,0,0,0,3017.3,0,600.91,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0
599.88,1,0.175,1,0,0,0,3017.2,0,599.88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0
585.47,0.97132,0.175,0.97132,-2.778e-12,3738.1,0,3017.2,3738.1,585.47,0,0.97132,3738.1,0.97132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.00083333,0
574.29,1,0.175,1,0,0,0,3017.4,0,574.29,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.00083333,0
578.33,1,0.175,1,0,0,0,3017.4,0,578.33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.00083333,0
583.82,1,0.175,1,0,0,0,3017.3,0,583.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.00083333,0
589.2,1,0.175,1,0,0,0,3017.3,0,589.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.00083333,0
594.25,1,0.175,1,0,0,0,3017.3,0,594.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.00083333,0
598.4,1,0.175,1,0,0,0,3017.3,0,598.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.00083333,0
600.97,1,0.175,1,0,0,0,3017.3,0,600.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.00083333,0
600.03,1,0.175,1,0,0,0,3017.2,0,600.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.00083333,0
585.58,0.96205,0.175,0.96205,1.389e-12,3843.5,0,3017.2,3843.5,585.58,0,0.96205,3843.5,0.96205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,0.00083333,0
574.29,1,0.175,1,0,0,0,3017.4,0,574.29,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.0025,0
578.33,1,0.175,1,0,0,0,3017.4,0,578.33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.0025,0
583.82,1,0.175,1,0,0,0,3017.3,0,583.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.0025,0
