"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","Tsource","voidfraction","T","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
574.33,1,0.175,1,0,0,0,3701,0,0,1,574.33,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0
578.46,1,0.175,1,0,0,0,3700.9,0,0,1,578.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0
584.1,1,0.175,1,0,0,0,3700.9,0,0,1,584.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0
589.6,1,0.175,1,0,0,0,3700.9,0,0,1,589.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0
594.81,1,0.175,1,0,0,0,3700.9,0,0,1,594.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0
599.07,1,0.175,1,0,0,0,3700.9,0,0,1,599.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0
601.81,1,0.175,1,0,0,0,3700.9,0,0,1,601.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0
600.95,1,0.175,1,0,0,0,3700.9,0,0,1,600.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0
585.98,0.96175,0.175,0.96175,1.389e-12,3440.3,0,3700.9,3440.3,0,0.96175,585.98,3440.3,0.96175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.0025,0
574.33,1,0.175,1,0,0,0,3701,0,0,1,574.33,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0
578.46,1,0.175,1,0,0,0,3700.9,0,0,1,578.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0
584.1,1,0.175,1,0,0,0,3700.9,0,0,1,584.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0
589.61,1,0.175,1,0,0,0,3700.9,0,0,1,589.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0
594.81,1,0.175,1,0,0,0,3700.9,0,0,1,594.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0
599.07,1,0.175,1,0,0,0,3700.9,0,0,1,599.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0
601.78,1,0.175,1,0,0,0,3700.9,0,0,1,601.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0
600.86,1,0.175,1,0,0,0,3700.8,0,0,1,600.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0
585.92,0.96492,0.175,0.96492,-2.778e-12,3076.4,0,3700.8,3076.4,0,0.96492,585.92,3076.4,0.96492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.00083333,0
574.33,1,0.175,1,0,0,0,3701,0,0,1,574.33,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.00083333,0
