"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","T","Tsource","voidfraction","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","UsNext:0","UsNext:1","UsNext:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
574.58,1,0.175,1,0,0,0,2036.2,0,574.58,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0
579.64,1,0.175,1,0,0,0,2036.2,0,579.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0
586.26,1,0.175,1,0,0,0,2036.1,0,586.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0
592.97,1,0.175,1,0,0,0,2036.1,0,592.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0
599.05,1,0.175,1,0,0,0,2036.1,0,599.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0
604.44,1,0.175,1,0,0,0,2036.1,0,604.44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0
607.54,1,0.175,1,0,0,0,2036,0,607.54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0
607.23,1,0.175,1,0,0,0,2036,0,607.23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0
589.79,0.8007,0.175,0.8007,0,7382.8,0,2035.7,7382.8,589.79,0,0.8007,7382.8,0.8007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.0025,0
574.58,1,0.175,1,0,0,0,2036.2,0,574.58,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0
579.64,1,0.175,1,0,0,0,2036.2,0,579.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0
586.26,1,0.175,1,0,0,0,2036.1,0,586.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0
592.97,1,0.175,1,0,0,0,2036.1,0,592.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0
599.05,1,0.175,1,0,0,0,2036.1,0,599.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0
604.44,1,0.175,1,0,0,0,2036.1,0,604.44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0
607.53,1,0.175,1,0,0,0,2036,0,607.53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0
607.03,1,0.175,1,0,0,0,2036.1,0,607.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0
589.59,0.79199,0.175,0.79199,0,8539,0,2035.8,8539,589.59,0,0.79199,8539,0.79199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,-0.00083333,0
574.58,1,0.175,1,0,0,0,2036.2,0,574.58,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.00083333,0
579.64,1,0.175,1,0,0,0,2036.2,0,579.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.00083333,0
586.26,1,0.175,1,0,0,0,2036.1,0,586.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.00083333,0
592.97,1,0.175,1,0,0,0,2036.1,0,592.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.00083333,0
599.05,1,0.175,1,0,0,0,2036.1,0,599.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.00083333,0
604.46,1,0.175,1,0,0,0,2036.1,0,604.46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.00083333,0
607.52,1,0.175,1,0,0,0,2036,0,607.52,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.00083333,0
607.26,1,0.175,1,0,0,0,2036,0,607.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.00083333,0
589.86,0.768,0.175,0.768,0,11163,0,2035.6,11163,589.86,0,0.768,11163,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,0.00083333,0
574.58,1,0.175,1,0,0,0,2036.2,0,574.58,0,1,0,1,0.025867,0,0,0.025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.0025,0
579.64,1,0.175,1,0,0,0,2036.2,0,579.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.0025,0
586.26,1,0.175,1,0,0,0,2036.1,0,586.26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.0025,0
592.97,1,0.175,1,0,0,0,2036.1,0,592.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.0025,0
599.05,1,0.175,1,0,0,0,2036.1,0,599.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.0025,0
604.44,1,0.175,1,0,0,0,2036.1,0,604.44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.0025,0
607.54,1,0.175,1,0,0,0,2036,0,607.54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.0025,0
607.23,1,0.175,1,0,0,0,2036,0,607.23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.0025,0
589.79,0.8007,0.175,0.8007,0,7382.8,0,2035.7,7382.8,589.79,0,0.8007,7382.8,0.8007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255,0.0025,0
573,1,0.175,1,0,0,0,2036.2,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0.001
579.65,1,0.175,1,0,0,0,2036.2,0,579.65,0,1,0,1,0.041183,9.4639e-05,0.010095,0.041183,9.4639e-05,0.010095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0.001
586.34,1,0.175,1,0,0,0,2036.1,0,586.34,0,1,0,1,0.033796,0.00015534,0.005583,0.033796,0.00015534,0.005583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0.001
593.15,1,0.175,1,0,0,0,2036.1,0,593.15,0,1,0,1,0.030836,0.00026067,0.0020415,0.030836,0.00026067,0.0020415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0.001
599.4,1,0.175,1,0,0,0,2036.1,0,599.4,0,1,0,1,0.028842,0.00037931,-0.002359,0.028842,0.00037931,-0.002359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0.001
605.11,1,0.175,1,0,0,0,2036.1,0,605.11,0,1,0,1,0.036898,0.00071163,-0.006727,0.036898,0.00071163,-0.006727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0.001
608.88,1,0.175,1,0,0,0,2036,0,608.88,0,1,0,1,0.042003,0.00064882,-0.016467,0.042003,0.00064882,-0.016467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0.001
610.1,1,0.175,1,0,0,0,2036.1,0,610.1,0,1,0,1,0.068638,0.0017571,-0.017285,0.068638,0.0017571,-0.017285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0.001
609.75,0.78567,0.175,0.78567,1.0416e-12,10597,1.2466,2035.9,10597,609.75,497.21,0.78567,10597,0.78567,0.10792,0.0011852,-0.0062743,0.10792,0.0011852,-0.0062743,0,0,0,9.7502e-12,-1.2124e-11,-3.1938e-12,1.7966e-06,-2.0278e-08,-4.5873e-08,9.7502e-12,-1.2124e-11,-3.1938e-12,9.7502e-12,-1.2124e-11,-3.1938e-12,-0.0255,-0.0025,0.001
573,1,0.175,1,0,0,0,2036.2,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0.001
579.65,1,0.175,1,0,0,0,2036.2,0,579.65,0,1,0,1,0.041182,-9.4776e-05,0.010109,0.041182,-9.4776e-05,0.010109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0.001
586.34,1,0.175,1,0,0,0,2036.1,0,586.34,0,1,0,1,0.033782,-0.00015579,0.0056357,0.033782,-0.00015579,0.0056357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.00083333,0.001
593.15,1,0.175,1,0,0,0,2036.1,0,593.15,0,1,0,1,0.030785,-0.00027689,0.0021408,0.030785,-0.00027689,0.0021408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.00083333,0.001
599.4,1,0.175,1,0,0,0,2036.1,0,599.4,0,1,0,1,0.028694,-0.00042788,-0.0019714,0.028694,-0.00042788,-0.0019714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.00083333,0.001
605.1,1,0.175,1,0,0,0,2036.1,0,605.1,0,1,0,1,0.036362,-0.00085128,-0.0060893,0.036362,-0.00085128,-0.0060893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.00083333,0.001
608.85,1,0.175,1,0,0,0,2036,0,608.85,0,1,0,1,0.04099,-0.0010984,-0.013903,0.04099,-0.0010984,-0.013903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.00083333,0.001
609.95,1,0.175,1,0,0,0,2036.1,0,609.95,0,1,0,1,0.065266,-0.0024428,-0.015404,0.065266,-0.0024428,-0.015404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.00083333,0.001
609.85,0.78379,0.175,0.78379,3.4719e-13,12322,1.1042,2035.9,12322,609.85,208.67,0.78379,12322,0.78379,0.11015,-0.0019205,-0.0059831,0.11015,-0.0019205,-0.0059831,0,0,0,1.0981e-11,-6.3396e-12,-1.4039e-11,2.2595e-06,2.463e-08,-8.0015e-08,1.1075e-11,-6.5867e-12,-1.4162e-11,1.0981e-11,-6.3396e-12,-1.4039e-11,-0.0255,-0.00083333,0.001
573,1,0.175,1,0,0,0,2036.2,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.00083333,0.001
579.66,1,0.175,1,0,0,0,2036.2,0,579.66,0,1,0,1,0.04112,-4.9485e-06,0.010075,0.04112,-4.9485e-06,0.010075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.00083333,0.001
586.34,1,0.175,1,0,0,0,2036.1,0,586.34,0,1,0,1,0.03359,-1.0031e-05,0.0055233,0.03359,-1.0031e-05,0.0055233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.00083333,0.001
593.15,1,0.175,1,0,0,0,2036.1,0,593.15,0,1,0,1,0.030471,4.275e-08,0.0019483,0.030471,4.275e-08,0.0019483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.00083333,0.001
599.41,1,0.175,1,0,0,0,2036.1,0,599.41,0,1,0,1,0.028016,2.6818e-05,-0.0027474,0.028016,2.6818e-05,-0.0027474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.00083333,0.001
605.13,1,0.175,1,0,0,0,2036.1,0,605.13,0,1,0,1,0.035776,0.00011186,-0.0073079,0.035776,0.00011186,-0.0073079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.00083333,0.001
608.93,1,0.175,1,0,0,0,2036,0,608.93,0,1,0,1,0.039135,0.0004081,-0.019081,0.039135,0.0004081,-0.019081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.00083333,0.001
610.29,1,0.175,1,0,0,0,2036.1,0,610.29,0,1,0,1,0.066126,0.00056425,-0.018464,0.066126,0.00056425,-0.018464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.00083333,0.001
610.13,0.75517,0.175,0.75517,-1.0867e-23,17753,1.3674,2035.9,17753,610.13,695.63,0.75517,17753,0.75517,0.093642,0.00029145,-0.0056604,0.093642,0.00029145,-0.0056604,0,0,0,8.7591e-12,-5.6824e-12,7.4632e-12,2.4807e-06,1.5951e-09,-1.401e-07,8.8529e-12,-5.9294e-12,7.3405e-12,8.7591e-12,-5.6824e-12,7.4632e-12,-0.0255,0.00083333,0.001
573,1,0.175,1,0,0,0,2036.2,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,0.0025,0.001
579.65,1,0.175,1,0,0,0,2036.2,0,579.65,0,1,0,1,0.041183,9.4639e-05,0.010095,0.041183,9.4639e-05,0.010095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,0.0025,0.001
586.34,1,0.175,1,0,0,0,2036.1,0,586.34,0,1,0,1,0.033796,0.00015534,0.005583,0.033796,0.00015534,0.005583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.0025,0.001
593.15,1,0.175,1,0,0,0,2036.1,0,593.15,0,1,0,1,0.030836,0.00026067,0.0020415,0.030836,0.00026067,0.0020415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,0.0025,0.001
599.4,1,0.175,1,0,0,0,2036.1,0,599.4,0,1,0,1,0.028842,0.00037931,-0.002359,0.028842,0.00037931,-0.002359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,0.0025,0.001
605.11,1,0.175,1,0,0,0,2036.1,0,605.11,0,1,0,1,0.036898,0.00071163,-0.006727,0.036898,0.00071163,-0.006727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,0.0025,0.001
608.88,1,0.175,1,0,0,0,2036,0,608.88,0,1,0,1,0.042003,0.00064882,-0.016467,0.042003,0.00064882,-0.016467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,0.0025,0.001
610.1,1,0.175,1,0,0,0,2036.1,0,610.1,0,1,0,1,0.068638,0.0017571,-0.017285,0.068638,0.0017571,-0.017285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,0.0025,0.001
609.75,0.78567,0.175,0.78567,1.0416e-12,10597,1.2466,2035.9,10597,609.75,497.21,0.78567,10597,0.78567,0.10792,0.0011852,-0.0062743,0.10792,0.0011852,-0.0062743,0,0,0,9.7502e-12,-1.2124e-11,-3.1938e-12,1.7966e-06,-2.0278e-08,-4.5873e-08,9.7502e-12,-1.2124e-11,-3.1938e-12,9.7502e-12,-1.2124e-11,-3.1938e-12,-0.0255,0.0025,0.001
573,1,0.175,1,0,0,0,2036.1,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.0025,0.002
579.76,1,0.175,1,0,0,0,2036.1,0,579.76,0,1,0,1,0.05161,0.00013249,0.01274,0.05161,0.00013249,0.01274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.0025,0.002
586.61,1,0.175,1,0,0,0,2036.1,0,586.61,0,1,0,1,0.048421,0.00023616,0.0088746,0.048421,0.00023616,0.0088746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,-0.0025,0.002
593.66,1,0.175,1,0,0,0,2036.1,0,593.66,0,1,0,1,0.047986,0.00038354,0.003553,0.047986,0.00038354,0.003553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175,-0.0025,0.002
600.37,1,0.175,1,0,0,0,2036.1,0,600.37,0,1,0,1,0.046004,0.00068231,-0.0039508,0.046004,0.00068231,-0.0039508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305,-0.0025,0.002
606.85,1,0.175,1,0,0,0,2036.1,0,606.85,0,1,0,1,0.052213,0.0011206,-0.010963,0.052213,0.0011206,-0.010963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925,-0.0025,0.002
612.15,1,0.175,1,0,0,0,2036,0,612.15,0,1,0,1,0.05286,0.0019884,-0.023372,0.05286,0.0019884,-0.023372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0025,0.002
616.4,1,0.175,1,0,0,0,2036.1,0,616.4,0,1,0,1,0.062282,0.0021753,-0.02266,0.062282,0.0021753,-0.02266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02675,-0.0025,0.002
625.21,0.78655,0.175,0.78655,3.4719e-13,11829,1.8807,2036.1,11829,625.21,1309,0.78655,11829,0.78655,0.095455,0.0010158,-0.0067184,0.095455,0.0010158,-0.0067184,0,0,0,7.5908e-12,-1.7697e-11,-2.1271e-13,1.9608e-06,4.5606e-10,-2.4501e-08,7.5908e-12,-1.7697e-11,-2.1271e-13,7.5908e-12,-1.7697e-11,-2.1271e-13,-0.0255,-0.0025,0.002
573,1,0.175,1,0,0,0,2036.1,0,573,0,1,0,1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355,-0.00083333,0.002
579.76,1,0.175,1,0,0,0,2036.1,0,579.76,0,1,0,1,0.051625,-0.00012898,0.012755,0.051625,-0.00012898,0.012755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425,-0.00083333,0.002
